,fighter,height,reach,stance,dob,fighter_id
397,TJ Brown,69.0,72.0,Switch,1990-05-22,d31cbcdd7d69536d
398,Humberto Brown Morrison,70.0,,,,e9e7e1c8ff289e1b
399,Travis Browne,78.0,79.0,Orthodox,,3236bf606fe9fa5b
400,Junie Browning,69.0,,Orthodox,1984-05-12,d74cba8566291bfa
401,Jules Bruchez,72.0,,Southpaw,,d1dcd4e96464a53d
402,Justin Bruckmann,69.0,,Orthodox,,5f8e00c27b7e7410
403,Cody Brundage,72.0,72.0,Orthodox,1994-05-16,f14f644d41ade29f
404,Steve Bruno,70.0,,Orthodox,,2f3f12002564bb55
405,Fernando Bruno,66.0,,,,b8c0f30ee9a98b69
406,Derek Brunson,73.0,77.0,Southpaw,,b1a3e0aca758b322
407,Josh Bryant,70.0,,Orthodox,,01f022fa494188e2
408,Dennis Bryant,72.0,,Orthodox,,3b17353b8002c7d0
409,Lukasz Brzeski,76.0,78.0,Orthodox,1992-05-17,0c25d0a5e8cdbf19
410,Justin Buchholz,72.0,73.0,Orthodox,,231926533134ec1f
411,Zak Bucia,70.0,,,,6bbb8dc6e128779e
412,Courtney Buck,70.0,,Orthodox,,3feed7d02711d8b7
413,Joaquin Buckley,70.0,76.0,Southpaw,,b9437600497350f3
414,Martin Buday,76.0,77.0,Orthodox,,8eb046f83e82bf26
415,Julia Budd,67.0,67.0,,,dcdc4503b9d49977
416,Mike Budnik,69.0,68.0,Orthodox,,b98209144b63ae26
417,Francisco Bueno,69.0,,Orthodox,,a72d260b436924c4
418,Mayra Bueno Silva,66.0,66.0,Orthodox,,cc8c623cca88f54f
419,Paul Buentello,74.0,77.0,Orthodox,,f0abbb6f3444dae7
420,Modestas Bukauskas,75.0,78.0,Switch,,476fe566d2df676e
421,Lee Kwan Bum,74.0,,Orthodox,,c0342805a1948cbb
422,Josh Bumgarner,73.0,,,,9900ab86a4c458bd
423,Shawn Bunch,65.0,,,,6e9af164ab91a229
424,Wuliji Buren,69.0,69.0,Orthodox,,2296125b6c362355
425,Shane Burgos,71.0,75.0,Orthodox,,98d961097baaf308
426,Joshua Burkman,70.0,72.0,Orthodox,,6da99156486ed6c2
427,Justin Burlinson,73.0,74.0,Switch,1997-05-19,dadd80ef954e54ed
428,Mads Burnell,68.0,69.0,Orthodox,,69f01b25dfabaf6b
429,Mikey Burnett,66.0,,Orthodox,,4c805f5f58a75df0
430,Kevin Burns,70.0,74.0,Orthodox,,a6d8bfe9e0c8153b
431,Gilbert Burns,70.0,71.0,Orthodox,,23024fdfc966410a
432,Josh Burns,73.0,,,1978-05-15,1e092415a7eeaf65
433,Herbert Burns,69.0,73.0,Orthodox,,4f140403000158b5
434,Derrick Burnsed,,,,,2213330f082f82d5
435,Nah-Shon Burrell,71.0,,Orthodox,,2c64c035485906aa
436,Martin Buschkamp,69.0,,Orthodox,,8fc30d8cebb17116
437,George Bush,73.0,,,,f0c779dc2ca3816c
438,Bubba Bush,72.0,,Orthodox,,132505067f08c54d
439,Dakota Bush,70.0,73.0,Orthodox,,3033c1c080672475
440,Murilo Bustamante,74.0,,Orthodox,,85d905f7c4f5a1af
441,Nick Bustamante,69.0,,,,51b1ca2a4b064101
442,Eduardo Bustillos,68.0,,,,f273f1b8df04c8a1
443,Jason Butcher,75.0,,,,30e39145fec48d25
444,Todd Butler,73.0,,Southpaw,,3fed746acfd026dd
445,Goldman Butler,,,,,e2d5072048b825b1
446,Ian Butler,68.0,,,,6b8fd98eb52363d1
447,Raphael Butler,75.0,,,,f941505e35fb1eae
448,JP Buys,65.0,67.0,Orthodox,,0b362247806341e5
449,Dennis Buzukja,69.0,71.0,Switch,,c4d039123e62f6a9
450,Charles Byrd,70.0,73.0,Orthodox,,76ee3d666c648f6b
451,Steve Byrnes,72.0,,Orthodox,,43612456979e5d5e
452,Michael Byrnes,71.0,,,,87f0b37f153cf497
453,Yan Cabral,71.0,73.0,Orthodox,1983-05-13,7cdd3e5d3aa9cb39
454,Alvin Cacdac,66.0,,Orthodox,,ce7871949b0ed2bf
455,Alex Caceres,70.0,73.0,Southpaw,,7aa3d6964eff4877
456,Vince Cachero,66.0,68.0,Orthodox,,ed2a8cc402173781
457,Priscila Cachoeira,67.0,65.0,Orthodox,,b1e5bcaad32a3cac
458,Travis Calanoc,68.0,,Orthodox,,90d28fee0af74f2d
459,Ricky Calatayud,69.0,,,,800feaa25700a85f
460,Darrion Caldwell,70.0,,,,b7dc25ee40ee8334
461,Taylor Callens,70.0,,,1991-05-21,53d471e9bf5f2fc8
462,Cynthia Calvillo,64.0,64.0,Orthodox,,98215d037be5bcb7
463,Joe Camacho,69.0,,Orthodox,,dfb965c9824425db
464,Frank Camacho,70.0,73.0,Orthodox,1989-05-18,764342d39cdaa54a
465,Fabricio Camoes,70.0,71.0,Orthodox,,7abe471b61725980
466,Chris Camozzi,74.0,75.0,Orthodox,,6c2030e0a143a94b
467,Brian Camozzi,74.0,78.0,Orthodox,,1999ffb5cebc314f
468,Ricky Camp,67.0,,,,4a99978a0366bb29
469,Mike Campbell,69.0,,Southpaw,,f5585e675af7afd4
470,Thomas Campbell,,,,,d060014a5a039829
471,Shane Campbell,72.0,71.0,Orthodox,,784285b7ae7dd85f
472,John Campetella,69.0,,Orthodox,,31bbd46d57dfbcb7
473,Wagner Campos,66.0,,Southpaw,,db6d5f691aea3fd3
474,Derek Campos,69.0,,,,aa8dc72b3a1f761c
475,Will Campuzano,69.0,70.0,Orthodox,1986-05-27,901cddcbfa079097
476,Aleksa Camur,73.0,74.0,Orthodox,,c2a670b22d2e196f
477,Chico Camus,66.0,66.0,Orthodox,,32be4b7f7de1c905
478,Asbel Cancio,70.0,,,,2a7afe14b3a0a058
479,Carlos Candelario,68.0,68.0,Southpaw,,760a55d5b6098cbe
480,Ronaldo Candido,66.0,,Southpaw,,23fbe02caabcd214
481,Luiz Cane,74.0,77.0,Southpaw,,24b033b3daf1c9df
482,Guido Cannetti,66.0,68.0,Southpaw,,d05412b513b19621
483,Jared Cannonier,71.0,77.0,Switch,,13a0275fa13c4d26
484,Jose Canseco,76.0,,Orthodox,,03da33a102d9a45f
485,Cody Canterbury,68.0,,,,23100e8f71f25a4a
486,Bo Cantrell,74.0,,Orthodox,,6750e338922a099d
487,Steve Cantwell,74.0,75.0,Orthodox,,f1f9e48a0d150757
488,Paul Capaldo,67.0,,,,83b8fe74224dd642
489,Phil Caracappa,68.0,70.0,Orthodox,,bd81a97864acf098
490,Frank Caracci,,,,,44f9c777fed7ca03
491,Gina Carano,68.0,,Orthodox,,899eaba48fa864a6
492,Dos Caras Jr.,76.0,,Orthodox,1977-05-25,155a02a8b4311057
493,Bryan Caraway,68.0,68.0,Orthodox,,5ef0088c1b19beeb
494,Remo Cardarelli,,,,,e5512a6aed150d8f
495,Phil Cardella,71.0,,,,f6a7b02c42e9fc5b
496,Edgar Cardenas,,,,,99a86b134dccc166
497,Chris Cariaso,63.0,64.0,Southpaw,1981-05-27,b2e3aca4cd363477
498,Ronald Carillo,,,,,cbd022eaf2ac546a
499,Rafael Carino,80.0,,Orthodox,,08a7080ff5904661
500,Don Carlo-Clauss,,,,,f59a6de8a5dfe297
501,Antonio Carlos Junior,74.0,79.0,Orthodox,,52e76bb4b3e852f3
502,Spike Carlyle,68.0,71.0,Switch,1993-05-06,be68b375707dcb85
503,Francis Carmont,75.0,78.0,Orthodox,,3591d0d5d382a381
504,Liz Carmouche,66.0,66.0,Orthodox,,51a0c09cbe9b8472
505,Roan Carneiro,71.0,76.0,Orthodox,,1c86754617d9813a
506,Ariane Carnelossi,62.0,61.0,Orthodox,,c0d5c0c95c59050b
507,Luana Carolina,66.0,69.0,Orthodox,,528b071cf3da7c56
508,Tim Caron,73.0,,Orthodox,,b80ea4880f25c187
509,Gabriel Carrasco,66.0,,,,89ed44801968b8e3
510,Cody Carrillo,70.0,,,,9346efb4bbaedd08
511,Cain Carrizosa,68.0,,Orthodox,,064b7dc68d786254
512,Roger Carroll,70.0,,,,572a89dbe1f76761
513,Jonny Carson,70.0,,,,0d49ddc07bd8c747
514,Scott Carson,74.0,,,,1e3302f9ab6f549a
515,Shonie Carter,70.0,,Southpaw,1972-05-03,7b6e40a73b567072
516,Bruno Carvalho,68.0,,,,456c02115efc4a01
517,Antonio Carvalho,69.0,70.0,Orthodox,1979-05-30,fef3d17e27e916e7
518,Rafael Carvalho,75.0,,,,620d8710e89cfeae
519,Shane Carwin,74.0,80.0,Orthodox,,68dd7b3783c19f9c
520,Johnny Case,70.0,72.0,Orthodox,,1f4b04a926ef1287
521,Kevin Casey,71.0,77.0,Southpaw,,8d9586726252dbf7
522,Cortney Casey,67.0,67.0,Orthodox,1987-05-05,5f179af5fffeb9f6
523,Brandon Cash,77.0,,Orthodox,,3993f7dcb7caf42a
524,Bendy Casimir,65.0,,Southpaw,,ec7ac09293d26c05
525,Dwayne Cason,70.0,,Orthodox,,31c01fbc2586a5eb
526,Joe Cason,75.0,,,,2b1c6f28039efe36
527,John Castaneda,66.0,71.0,Switch,,5fa2974cbd18e05c
528,Eric Castile,68.0,,,,a0a69dc9914ef6e1
529,Gil Castillo,69.0,,Southpaw,,31ceaf0e670c1578
530,Danny Castillo,69.0,71.0,Orthodox,,d1e7fc58d4225cdf
531,Raul Castillo,71.0,,Orthodox,,feeae92f951f49a9
532,Jenna Castillo,62.0,,,1982-05-05,e680418329c84ec4
533,Tim Catalfo,71.0,,Orthodox,,6ca68b636fbc1f18
534,Nick Catone,72.0,72.0,Southpaw,,f8fe2053d73d7bcf
535,Luke Caudillo,67.0,,Orthodox,,68d76fd9ecf7431d
536,Gesias Cavalcante,68.0,71.0,Orthodox,,2a74bbba57058f12
537,Rafael Cavalcante,73.0,74.0,Orthodox,,5c1ca0c72b599a3c
538,Magnus Cedenblad,77.0,79.0,Orthodox,,0e21976afc92e4d1
539,Yosdenis Cedeno,68.0,69.0,Orthodox,,3e61082025db8137
540,Henry Cejudo,64.0,64.0,Orthodox,,056c493bbd76a918
541,Adam Cella,74.0,,,,b27b8881d7444114
542,Donald Cerrone,73.0,73.0,Orthodox,,1d00756835ca67c9
543,Jared Chaffee,70.0,,,,fdf59144e535bc38
544,Luan Chagas,72.0,75.0,Orthodox,,9ccf8371fd80d45d
545,Ansar Chalangov,69.0,,Orthodox,,7342fcc41a4817fa
546,Alex Chambers,63.0,63.0,Southpaw,,26b63bc5c0c1f65d
547,Michael Chandler,68.0,71.0,Orthodox,,4b93a88f3b1de35b
548,Donnie Chappell,71.0,,Southpaw,,8788beb528894f33
549,Joe Charles,73.0,,Southpaw,,19ffeb5e3fffd6d5
550,Dan Charles,74.0,,,,32a4f1235f0dad73
551,Ernest Chavez,68.0,70.0,Orthodox,,b406da701c479076
552,Emilio Chavez,69.0,,,,84e8920e59ff14a7
553,Danny Chavez,68.0,67.0,Orthodox,,0de720c0f1d4ab9c
554,Gabriel Checco,73.0,,Switch,,9c5f7d5c6d084b35
555,Albert Cheng,71.0,,Orthodox,,d8d7b24d276c8cb0
556,Fabio Cherant,73.0,74.0,Southpaw,,78a68f1dade6aaf7
557,Ion Cherdivara,,,,,c713a845360d604b
558,Mark Cherico,67.0,69.0,Orthodox,1986-05-12,79a193111e3bc99b
559,Macy Chiasson,71.0,72.0,Orthodox,,9cdd2da1a9104a0b
560,Michael Chiesa,73.0,75.0,Southpaw,,c58f51dedb310998
561,Giga Chikadze,72.0,74.0,Orthodox,,9560ff14eb3129f7
562,Khamzat Chimaev,74.0,75.0,Orthodox,1994-05-01,767755fd74662dbf
563,Sako Chivitchian,71.0,,,,9f7787e56a6bc0f4
564,Mu Bae Choi,74.0,,Orthodox,,371a1c91b24dec2b
565,Hong Man Choi,86.0,,Orthodox,,2c104b7e59a72629
566,Dooho Choi,70.0,70.0,Orthodox,,e93b04e308913c2e
567,SeungWoo Choi,72.0,74.0,Orthodox,,a68575214ecad140
568,John Cholish,71.0,74.0,Orthodox,,03c9994c5b8958ec
569,Ryo Chonan,69.0,70.0,Orthodox,,55a7b2d4e54ffac9
570,Katlyn Chookagian,69.0,68.0,Orthodox,,e872e9a9a902c045
571,Will Chope,76.0,,Switch,,db5dc7cb80d7d418
572,Joachim Christensen,75.0,76.0,Orthodox,,2d447cc91bdaa545
573,Dan Christison,80.0,,Orthodox,,b369533a577fa97c
574,Anthony Christodoulou,69.0,,Orthodox,,4f11e9ce318ffbcb
575,Murad Chunkaiev,71.0,,Orthodox,,d4a12dfa4067742f
576,Cameron Church,71.0,72.0,Orthodox,,f197ce0cbe69996d
577,Steven Ciaccio,72.0,,,,eaebaa6801338ea1
578,Mike Ciesnolevicz,72.0,,Orthodox,,51b0bb73a1da34bc
579,Hannah Cifers,61.0,62.0,Orthodox,,2244d9a2b64b8c3b
580,Branko Cikatic,73.0,,Orthodox,,4e5bbc4566049cbf
581,Nikolajus Cilkinas,,,Orthodox,,3f3550bf126a5721
582,Misha Cirkunov,75.0,77.0,Orthodox,,67f272324a030d00
583,Johnny Cisneros,71.0,,,,42611508ba8c3298
584,Laverne Clark,71.0,,Orthodox,,1c2f2571b18791b6
585,Logan Clark,74.0,,Orthodox,,6776260cb0aef647
586,Mychal Clark,75.0,,Orthodox,,69108cb8b32efe04
587,Dominic Clark,70.0,,,,8a64b3f87ad29d1e
588,Heather Clark,66.0,64.0,Orthodox,,dd4c16777fb2ccf9
589,Devin Clark,72.0,75.0,Orthodox,,cc7040fe76f0ef91
590,Jessica-Rose Clark,65.0,64.0,Orthodox,,6c8072b61c276e67
591,John Clarke,,,,,a77c71a574132188
592,Mitch Clarke,70.0,73.0,Orthodox,,c76ec2bc3a57666a
593,Rich Clementi,69.0,72.0,Southpaw,,7d21de9c6d7c98b2
594,Chris Clements,70.0,70.0,Orthodox,,e5ecaf884b6da2bc
595,RJ Clifford,,,,,8e32bfcff3ec1717
596,Josh Clopton,66.0,,Orthodox,,48e96d9cea6d4ab0
597,Brian Cobb,71.0,,Orthodox,,3138fab619faf4d1
598,Darryl Cobb,69.0,,,,dc6d8256ee3dfba5
599,Dave Cochran,66.0,,,1973-05-10,6dbb1107de9a4a08
600,Dakota Cochrane,68.0,,,1986-05-01,8fa7e0bc052185ce
601,Marloes Coenen,69.0,67.0,,,0b77a05bcbd2de74
602,Marc Cofer,,,,,e90d9d0681270953
603,John Cofer,69.0,,Southpaw,,8b260672a21d1fd6
604,Chris Coggins,,,,,a0c29b13f7a5df32
605,Felipe Colares,68.0,69.0,Orthodox,,dbac0a413af64bbe
606,Wayne Cole,73.0,,Orthodox,,2eab7a6c8b0ed8cc
607,Devin Cole,76.0,,Orthodox,,1174782eacde9b0c
608,Coltin Cole,,,,,cecd72feb0d640e3
609,Ivan Cole,69.0,,,,987b80f57190d6d0
610,Mark Coleman,73.0,75.0,Orthodox,,21b8a0f5c231096f
611,Cortez Coleman,73.0,,,,ffb20ae0db47ebe6
612,Clay Collard,71.0,73.0,Orthodox,,cc900c6a71ed23f3
613,Jamie Colleen,63.0,65.0,Orthodox,,6b64db453edf4c50
614,Jake Collier,75.0,78.0,Orthodox,,92fa1401b7927da3
615,Christian Colombo,77.0,,Orthodox,,9123c54d0a2b72dd
616,Wes Combs,74.0,,Orthodox,,a85998eb79650b2c
617,Carlos Condit,74.0,75.0,Orthodox,,f9f07bb5a43535ed
618,Chris Condo,72.0,,Orthodox,,41e77dc504a192c6
619,Montserrat Conejo,60.0,61.0,Southpaw,,1235b31de15d0c6e
620,Tristan Connelly,70.0,68.0,Orthodox,,2ebfbe72ed703925
621,Marcos Conrado Jr.,74.0,,Orthodox,,d450769115a193c2
622,Jeremiah Constant,73.0,,Orthodox,,18f5669a92e99d92
623,Jonathan Contrestano,,,,,06d4eb8123087123
624,Bob Cook,69.0,,Orthodox,,1c061eb6e29eaa0a
625,Mike Cook,73.0,,Orthodox,,3ab0df1ddd5f1dc2
626,Chad Cook,74.0,,,,e6daf9cdbf0da889
627,TJ Cook,,,,,fa238ecfd048f7d8
628,Dewey Cooper,,,,,5efaaf313b652dd7
629,Brett Cooper,72.0,,Orthodox,,88ffe9745e218dd8
630,Bill Cooper,,,,1984-05-05,78bd6940d093fd33
631,Bobby Cooper,73.0,,,,1b51895e5572cfda
632,Amanda Cooper,63.0,64.0,Switch,,d4a31850a7457f1b
633,Kit Cope,72.0,,Orthodox,,ce47f49e5c386a9c
634,Chris Cope,72.0,72.0,Orthodox,,8c8c92a12621d7e0
635,Josh Copeland,73.0,,Orthodox,,3aa794cbe1e3484b
636,Michael Cora,73.0,77.0,Southpaw,,2b91eff985b532cd
637,Akira Corassani,68.0,68.0,Orthodox,,3f52ce18fb98008f
638,Muhsin Corbbrey,70.0,,Orthodox,1978-05-18,1f9344211ca7fd60
639,Daniel Cormier,71.0,72.0,Orthodox,,d967f0128c323de6
640,Clint Coronel,,,,,fe67cd6423f7a8ad
641,Henry Corrales,69.0,,,,7cb0946d51b8cde7
642,Bethe Correia,65.0,64.0,Orthodox,,673ea7dcc786b1b3
643,Wesley Correira,75.0,,Orthodox,,4e9fb05d7e5e61b8
644,Tracy Cortez,65.0,65.0,Orthodox,,68d4a891e5cf2029
645,Reyes Cortez,67.0,68.0,Orthodox,,1a7d44196949577c
646,Chad Corvin,77.0,,,,1267b631db78665a
647,Louis Cosce,69.0,71.0,Orthodox,,afe8d5b39ff7fca2
648,Orion Cosce,71.0,71.0,Switch,,2c010b26a3306969
649,Miguel Cosio,76.0,,,,d150c6fbdb7687f4
650,Jadson Costa,67.0,,Orthodox,,222d6b547de2e035
651,Guilherme Costa,,,,,28877eddb1c0b967
652,Paulo Costa,73.0,72.0,Orthodox,,2e5c2aa8e4ab9d82
653,Randy Costa,69.0,73.0,Switch,,325ad0dd9126d3df
654,Oscar Cota,72.0,72.0,Orthodox,,f584a6e0b5b74604
655,Patrick Cote,71.0,75.0,Orthodox,,9fa3bd637edd9aa2
656,JC Cottrell,69.0,,Orthodox,,3ec1e4ba98c9c85a
657,JR Coughran,66.0,,Orthodox,1994-05-17,8112c9a23dccc759
658,Rashad Coulter,71.0,76.0,Orthodox,,d1528ac5675558b1
659,Dave Courchaine,68.0,,,,79ab17db3b40831a
660,Randy Couture,73.0,75.0,Orthodox,,0aa92558424ced9e
661,Kim Couture,68.0,,Orthodox,,84c43f0d25f15b0b
662,Ryan Couture,70.0,73.0,Orthodox,,46fd223e3ced39b3
663,Nikk Covert,68.0,,,,400c7b43c86d27d3
664,Colby Covington,71.0,72.0,Orthodox,,dc9572dd6ec74859
665,Jeff Cox,70.0,,Orthodox,,c9bbf1a0285a8076
666,Nathan Coy,70.0,69.0,Southpaw,,15ec018d144710db
667,Andrew Craig,73.0,76.0,Orthodox,,8a70ceb3edbe757b
668,Paul Craig,75.0,76.0,Orthodox,,eabf206b162b3b83
669,Dan Cramer,74.0,,Orthodox,,480b702debcb5433
670,Alberto Crane,65.0,,Orthodox,,25433871e4eee0f4
671,Tim Credeur,75.0,75.0,Orthodox,,89b8d1bf1ff09d1d
672,Paul Creighton,66.0,,Southpaw,,ed73c85164a5f5a4
673,Alexander Crispim,,,,,15dedd05f8bcb475
674,Alex Crispin,,,,,8944a0f9b2f0ce6d
675,Kevin Croom,71.0,73.0,Orthodox,,35b3772629e27a49
676,Ken Cross,72.0,72.0,Southpaw,,923767209632e08a
677,Jeff Crotty,,,,,98601a40e9d96047
678,Allen Crowder,75.0,76.0,Orthodox,,a9d6e047ce48ab63
679,Daron Cruickshank,68.0,72.0,Switch,,5f99b2bafb10305f
680,Richard Crunkilton,67.0,,Orthodox,,22ee260735da0d58
681,Jimmy Crute,74.0,74.0,Orthodox,,70e1f8a821b72c8b
682,Marcio Cruz,76.0,,Orthodox,,6aa1cbc1466e9a0b
683,Dominick Cruz,68.0,68.0,Orthodox,,10f3ba6cd2f44a97
684,Aalon Cruz,72.0,78.0,Switch,,003d82fa384ca1d0
685,Jay Cucciniello,67.0,,Orthodox,,683ea28a198936fe
686,Josh Culibao,70.0,73.0,Orthodox,1994-05-24,6751eacd16bd59bc
687,Chris Culley,,,,,e59b13321562eed3
688,Abel Cullum,67.0,,Orthodox,,2f8f3c69522db931
689,Zak Cummings,72.0,75.0,Southpaw,,4ba8d454f762005d
690,Everett Cummings,,,,,05e4be525cb3578c
691,Patrick Cummins,74.0,76.0,Orthodox,,e51e5cb722bd47a8
692,Luke Cummo,72.0,74.0,Orthodox,,93ce4ac89e3d7652
693,Hugo Cunha,76.0,,,,46a17755f80f63e8
694,Alton Cunningham,74.0,77.0,Orthodox,,305bde44ff664788
695,Santo Curatolo,63.0,62.0,Southpaw,,b8b765e320a8db39
696,Larry Cureton,74.0,,Orthodox,,46f11d15c0134fe3
697,Jeff Curran,66.0,69.0,Orthodox,,a8ea84cbe1655f0a
698,Kailin Curran,64.0,65.0,Orthodox,,05b43e0ead3df345
699,Pat Curran,69.0,,,,d8291d0dd63da29c
700,Chris Curtis,70.0,75.0,Orthodox,,5442f1bc4b47eaf3
701,Ion Cutelaba,73.0,75.0,Southpaw,,cd13728ae1151f46
702,Gleidson Cutis,69.0,,Orthodox,,44a94bbde42246e4
703,Sarah D'alelio,67.0,,,,ac45450f75d14f16
704,Marcos da Matta,64.0,,,,3b6d84343579fd33
705,Henrique da Silva,75.0,76.0,Orthodox,,b0bd0c5425668b8f
706,Alex Da Silva,68.0,73.0,Orthodox,,c3ded6f7155f9ea4
707,Daniel Da Silva,66.0,70.0,Switch,,31bb0772f21cabd8
708,Henrique Da Silva Lopes,75.0,,,,1f8cd7634e8286ff
709,Nicolas Dalby,71.0,74.0,Orthodox,,9d19d9e4aa2662e8
710,Paul Daley,69.0,76.0,Orthodox,,23725c826c481e7f
711,Dave Dalgliesh,74.0,,Orthodox,,ddbd0d6259ce57cc
712,Richard Dalton,73.0,,Orthodox,,6cd3dfc54f01287f
713,Aisling Daly,62.0,64.0,Orthodox,,e50cd77732d39967
714,Marko Damiani,72.0,,,,6e9b5c74c0860deb
715,Leonardo Damiani,70.0,69.0,Orthodox,,acd870570949d8a2
716,Rodrigo Damm,67.0,71.0,Orthodox,,a20d7dfaba74c067
717,Carina Damm,64.0,,,,033343da4c0cff8a
718,Danaa Batgerel,67.0,70.0,Orthodox,,3b0a516d2921e0d6
719,Cindy Dandois,67.0,,Orthodox,,9eef6584fab21fbb
720,Jarjis Danho,75.0,74.0,Orthodox,,8614b7134913f5d5
721,Raymond Daniels,74.0,,Southpaw,,fccb0fee256b7b4d
722,Marques Daniels,,,,,55a80a9365bc107d
723,Alexandre Dantas,74.0,,Orthodox,,8dc46e9a7895ce1a
724,Eduardo Dantas,70.0,,,,676a2e5ec4d7338c
725,Mac Danzig,68.0,70.0,Orthodox,,86f582852a5b240a
726,Karen Darabedyan,67.0,68.0,Orthodox,,d2fa318f34d0aadc
727,Beneil Dariush,70.0,72.0,Southpaw,1989-05-06,08af939f41b5a57b
728,Sean Daugherty,72.0,,,,a683f9ddb70aa4bd
729,Kyle Daukaus,75.0,76.0,Southpaw,,d6c0cdd7e467c440
730,Chris Daukaus,75.0,76.0,Orthodox,,d0aaedcf7ccd0b45
731,Brian Davidson,66.0,,,,42775dc893603154
732,Rick Davis,69.0,,Orthodox,,2549d63da9c456cb
733,Marcus Davis,70.0,70.0,Southpaw,,b7d524c77c27389b
734,LC Davis,68.0,69.0,Southpaw,,6dab8ce5e4bffe77
735,Phil Davis,74.0,79.0,Orthodox,,902ab9197b83d0db
736,Lemont Davis,68.0,,Orthodox,,a993ef2dd36cea5f
737,Mike Davis,,,,,c8661e204c66f325
738,Justin Davis,71.0,,,,20697b334f6c0a45
739,Alexis Davis,66.0,68.0,Orthodox,,4c2d90e335e6df19
740,Danny Davis,74.0,,,,570d40f993171b19
741,Brandon Davis,70.0,72.0,Orthodox,1990-05-08,cc351e408bbb7d43
742,Mike Davis,72.0,72.0,Orthodox,,fb3e61720be4690c
743,Hakeem Dawodu,68.0,73.0,Orthodox,,2c9d00968f818270
744,Grant Dawson,70.0,72.0,Switch,,99bd51917728c25d
745,Jason Day,72.0,72.0,Orthodox,1981-05-19,a6fd2173d5e2d7f0
746,Martin Day,70.0,73.0,Orthodox,,ea3dcc417c322064
747,Angel De Anda,69.0,,Orthodox,1985-05-28,4b450aa602611baa
748,Yorgan De Castro,72.0,74.0,Orthodox,,1eff7bc0f815b270
749,Geraldo de Freitas,67.0,72.0,Orthodox,,9cfbfae5fa1fdd93
750,Philip De Fries,77.0,79.0,Orthodox,,6ef65b6a152e49d5
751,Chris de la Rocha,75.0,80.0,Orthodox,1979-05-15,e51ee8ded927fc51
752,Montana De La Rosa,67.0,68.0,Orthodox,,80d8aed0ca9b00f3
753,Mark De La Rosa,66.0,65.0,Orthodox,,f57dd0bfa8c17813
754,Mike de la Torre,71.0,71.0,Orthodox,,1971869b7e054261
755,Rodrigo de Lima,67.0,,Orthodox,,a4dc47001f202bcd
756,Edilberto de Oliveira,72.0,,Orthodox,,afdb76fbd86f6d11
757,Johil de Oliveira,66.0,,Orthodox,,f9aa6376ae16bfb4
758,Jorge de Oliveira,68.0,,Orthodox,,ddf3e0ea10ea6d8c
759,Isabela de Padua,63.0,64.0,Orthodox,,e0f959f65d0406b4
760,Gloria de Paula,65.0,67.0,Orthodox,,5dd180c8b3196786
761,Germaine de Randamie,69.0,71.0,Orthodox,,1d239d571e342453
762,Crezio de Souza,,,Orthodox,,3746e21bb508391a
763,Tom DeBlass,72.0,,Orthodox,1982-05-14,0bcfe2513cb3bc39
764,Issac DeJesus,,,,,0e2c2daf11b5d8f2
765,RafaelDel Real,71.0,,,,e82b2adcaeff71ec
766,Shane del Rosario,76.0,,Southpaw,,85980f5da429c0a6
767,Humberto DeLeon,,,,,bfaf4c87936b4fae
768,Rolando Delgado,75.0,77.0,Orthodox,,37b1696e6d115957
769,Israel Delgado,70.0,,,,01f4bcd26ac08ad5
770,Ante Delija,76.0,,Orthodox,,7d8435c56043b0ae
771,Jack Della,71.0,,,,2c0dbe5db59013a7
772,Jack Della Maddalena,71.0,73.0,Switch,,6b453bc35a823c3f
773,Roland Delorme,69.0,71.0,Orthodox,,173acb3f920082b8
774,Jon Delos Reyes,66.0,67.0,Orthodox,,0d0351c20169a499
775,Jason DeLucia,71.0,,Southpaw,,6ceff86fae4f6b3b
776,Justin DeMoney,,,,,985bca5a097fb3f4
777,Vanessa Demopoulos,62.0,59.0,Orthodox,,2c483cf443f38ece
778,Chris Dempsey,70.0,72.0,Orthodox,,dfae5da5676e4194
779,Nick Denis,67.0,,Orthodox,,e4aaaa34535e32b6
780,Thomas Denny,70.0,,Orthodox,,a11a6ee8eeb03c18
781,Robert Densley,69.0,,,,b72f3cafa6376e35
782,Jason Dent,70.0,71.0,Orthodox,,fa8b9e6b0c2269f8
783,Mackenzie Dern,64.0,63.0,Orthodox,,7447e9f28508106a
784,Booker DeRousse,74.0,,,,f2c91b67f71bbeab
785,Tony DeSouza,72.0,70.0,Southpaw,,6ad9058b7c7898b0
786,Cory Devela,60.0,,Orthodox,,48544433372ecfa6
787,John Devine,,,,,2bcc39af95d6f2e8
788,Edwin DeWees,73.0,,Orthodox,,75bbd2206a15319f
789,Alessio Di Chirico,72.0,74.0,Orthodox,,77d7295d1b22c694
790,Micol Di Segni,63.0,60.0,Orthodox,,8126e4dff0cdf69e
791,Cyrille Diabate,78.0,81.0,Southpaw,,43563a32c3f10e95
792,Thomas Diagne,73.0,,,,8567466ae167216b
793,Marc Diakiese,70.0,73.0,Orthodox,,32c355b04fc57f3a
794,Tyler Diamond,67.0,69.0,Orthodox,,f5f6419c5f00abad
795,Blood Diamond,71.0,73.0,Switch,,9edf2c9082cc2cd8
796,Eldo Xavier Dias,71.0,,,,ee5df903f80c6816
797,Rafael Dias,69.0,,Orthodox,,b5abaa65f87938eb
