event,outcome,weightclass,method,round,time,fight_id,fighter1,fighter2,date
UFC 215: Nunes vs Shevchenko 2,1.0,wbw,sub,1,171,a773883743242df9,Sarah Moras ,Ashlee Evans-Smith,2017-09-09
UFC 215: Nunes vs Shevchenko 2,0.0,ftw,dec_una,3,300,f597d2e69ab7c270,Gavin Tucker ,Ricky Glenn,2017-09-09
UFC 215: Nunes vs Shevchenko 2,0.0,lw,ko_tko,2,276,31c4518a1e71c050,Mitch Clarke ,Alex White,2017-09-09
UFC 215: Nunes vs Shevchenko 2,0.0,hw,dec_una,3,300,7020840980f723b9,Luis Henrique ,Arjan Bhullar,2017-09-09
UFC 215: Nunes vs Shevchenko 2,1.0,lw,ko_tko,3,49,cce5b9dfe84630fa,Kajan Johnson ,Adriano Martins,2017-09-09
UFC Fight Night: Volkov vs. Struve,1.0,hw,ko_tko,3,210,cfc550960a7ec353,Alexander Volkov ,Stefan Struve,2017-09-02
UFC Fight Night: Volkov vs. Struve,1.0,mw,ko_tko,2,190,75a978e0ecce2536,Siyar Bahadurzada ,Rob Wilkinson,2017-09-02
UFC Fight Night: Volkov vs. Struve,1.0,wbw,ko_tko,3,294,0ac25b4180406ca1,Marion Reneau ,Talita Bernardo,2017-09-02
UFC Fight Night: Volkov vs. Struve,1.0,ww,dec_una,3,300,7303ae36077411d9,Leon Edwards ,Bryan Barberena,2017-09-02
UFC Fight Night: Volkov vs. Struve,1.0,ww,dec_una,3,300,b1f7bc82f7dce1b9,Darren Till ,Bojan Velickovic,2017-09-02
UFC Fight Night: Volkov vs. Struve,1.0,lw,ko_tko,1,84,b3bf1b6ad2d1a533,Mairbek Taisumov ,Felipe Silva,2017-09-02
UFC Fight Night: Volkov vs. Struve,1.0,lw,sub,3,86,5afbc04a153d7efd,Michel Prazeres ,Mads Burnell,2017-09-02
UFC Fight Night: Volkov vs. Struve,1.0,lw,dec_una,3,300,605c2ad801f594b3,Rustam Khabilov ,Desmond Green,2017-09-02
UFC Fight Night: Volkov vs. Struve,0.0,lhw,dec_una,3,300,89f83750703d5fd3,Francimar Barroso ,Aleksandar Rakic,2017-09-02
UFC Fight Night: Volkov vs. Struve,0.0,ftw,sub,2,262,ecbc282542a395c2,Mike Santiago ,Zabit Magomedsharipov,2017-09-02
UFC Fight Night: Volkov vs. Struve,0.0,lhw,ko_tko,2,152,af5f287198f20eb4,Bojan Mihajlovic ,Abdul-Kerim Edilov,2017-09-02
UFC Fight Night: Volkov vs. Struve,1.0,lw,ko_tko,1,268,b7ab4cd6ce7a71dd,Thibault Gouti ,Andrew Holbrook,2017-09-02
UFC Fight Night: Pettis vs. Moreno,1.0,flw,dec_una,5,300,253e42894852b26a,Sergio Pettis ,Brandon Moreno,2017-08-05
UFC Fight Night: Pettis vs. Moreno,0.0,wsw,dec_spl,3,300,d5598322f81db6c9,Randa Markos ,Alexa Grasso,2017-08-05
UFC Fight Night: Pettis vs. Moreno,0.0,ww,ko_tko,1,104,cd54325a9a538837,Alan Jouban ,Niko Price,2017-08-05
UFC Fight Night: Pettis vs. Moreno,0.0,ftw,ko_tko,1,26,2f9b9ef5f6833aa1,Martin Bravo ,Humberto Bandenay,2017-08-05
UFC Fight Night: Pettis vs. Moreno,1.0,mw,dec_spl,3,300,c8f619a71b714ec7,Sam Alvey ,Rashad Evans,2017-08-05
UFC Fight Night: Pettis vs. Moreno,1.0,bw,dec_spl,3,300,48f7e64b548806cd,Alejandro Perez ,Andre Soukhamthath,2017-08-05
UFC Fight Night: Pettis vs. Moreno,0.0,mw,ko_tko,1,230,a3e4322f55454897,Brad Scott ,Jack Hermansson,2017-08-05
UFC Fight Night: Pettis vs. Moreno,1.0,flw,ko_tko,1,15,02732ebb104793d2,Dustin Ortiz ,Hector Sandoval,2017-08-05
UFC Fight Night: Pettis vs. Moreno,0.0,bw,sub,1,121,19348172178f42ed,Henry Briones ,Rani Yahya,2017-08-05
UFC Fight Night: Pettis vs. Moreno,1.0,bw,dec_una,3,300,0b89c88d506da083,Jose Quinonez ,Diego Rivas,2017-08-05
UFC Fight Night: Pettis vs. Moreno,1.0,flw,sub,1,236,a3723f0f672b0912,Joseph Morales ,Robert Sanchez,2017-08-05
UFC Fight Night: Pettis vs. Moreno,0.0,lw,sub,1,121,e02fca0d258283ce,Alvaro Herrera Mendoza ,Jordan Rinaldi,2017-08-05
UFC 214: Cormier vs. Jones 2,1.0,ww,dec_una,3,300,b8c967c742d3c107,Robbie Lawler ,Donald Cerrone,2017-07-29
UFC 214: Cormier vs. Jones 2,0.0,lhw,ko_tko,1,42,49694c2d00c581ed,Jimi Manuwa ,Volkan Oezdemir,2017-07-29
UFC 214: Cormier vs. Jones 2,1.0,ftw,ko_tko,1,274,dffad417175400ba,Ricardo Lamas ,Jason Knight,2017-07-29
UFC 214: Cormier vs. Jones 2,1.0,ftw,sub,3,179,4924d7a980f4cde2,Brian Ortega ,Renato Moicano,2017-07-29
UFC 214: Cormier vs. Jones 2,0.0,ftw,dec_una,3,300,3d95b4f94ccffa96,Andre Fili ,Calvin Kattar,2017-07-29
UFC 214: Cormier vs. Jones 2,0.0,wsw,dec_una,3,300,e80a8338d86e730b,Kailin Curran ,Aleksandra Albu,2017-07-29
UFC 214: Cormier vs. Jones 2,0.0,flw,dec_spl,3,300,4f4806952ba2a72c,Eric Shelton ,Jarred Brooks,2017-07-29
UFC 214: Cormier vs. Jones 2,0.0,lw,ko_tko,1,184,3636e085c098dbda,Joshua Burkman ,Drew Dober,2017-07-29
UFC Fight Night: Weidman vs. Gastelum,1.0,mw,sub,3,225,5be97c1fa222093d,Chris Weidman ,Kelvin Gastelum,2017-07-22
UFC Fight Night: Weidman vs. Gastelum,0.0,ftw,dec_spl,3,300,8028d5de087755dc,Dennis Bermudez ,Darren Elkins,2017-07-22
UFC Fight Night: Weidman vs. Gastelum,1.0,lhw,dec_spl,3,300,76d6789779d3721c,Patrick Cummins ,Gian Villante,2017-07-22
UFC Fight Night: Weidman vs. Gastelum,1.0,bw,dec_una,3,300,7c23770c639dcd22,Jimmie Rivera ,Thomas Almeida,2017-07-22
UFC Fight Night: Weidman vs. Gastelum,0.0,ww,dec_spl,3,300,657fd7ab7bdf9f15,Lyman Good ,Elizeu Zaleski dos Santos,2017-07-22
UFC Fight Night: Weidman vs. Gastelum,0.0,mw,ko_tko,1,174,7e2bc09d866b3bd7,Rafael Natal ,Eryk Anders,2017-07-22
UFC Fight Night: Weidman vs. Gastelum,0.0,ww,ko_tko,2,110,d0e5487f55c57ad2,Ryan LaFlare ,Alex Oliveira,2017-07-22
UFC Fight Night: Weidman vs. Gastelum,0.0,hw,dec_una,3,300,4f07c6724682cd00,Damian Grabowski ,Chase Sherman,2017-07-22
UFC Fight Night: Weidman vs. Gastelum,0.0,ftw,dec_una,3,300,bcf842992f9accdc,Kyle Bochniak ,Jeremy Kennedy,2017-07-22
UFC Fight Night: Weidman vs. Gastelum,0.0,bw,sub,1,138,573908b71b361312,Brian Kelleher ,Marlon Vera,2017-07-22
UFC Fight Night: Weidman vs. Gastelum,0.0,hw,ko_tko,1,171,d83ae4a2e117b775,Timothy Johnson ,Junior Albini,2017-07-22
UFC Fight Night: Weidman vs. Gastelum,1.0,ftw,dec_una,3,300,9f114a219523bf7d,Shane Burgos ,Godofredo Pepey,2017-07-22
UFC Fight Night: Weidman vs. Gastelum,0.0,lw,dec_una,3,300,b2297232b9310ba5,Frankie Perez ,Chris Wade,2017-07-22
UFC Fight Night: Nelson vs. Ponzinibbio,0.0,ww,ko_tko,1,82,8417a20d56fe6776,Gunnar Nelson ,Santiago Ponzinibbio,2017-07-16
UFC Fight Night: Nelson vs. Ponzinibbio,0.0,wsw,dec_una,3,300,b7f6d05d3afbb266,Joanne Wood ,Cynthia Calvillo,2017-07-16
UFC Fight Night: Nelson vs. Ponzinibbio,0.0,lw,ko_tko,1,237,c62a90c19af6a0e2,Stevie Ray ,Paul Felder,2017-07-16
UFC Fight Night: Nelson vs. Ponzinibbio,1.0,mw,dec_una,3,300,86892d114b204bf3,Jack Marshman ,Ryan Janes,2017-07-16
UFC Fight Night: Nelson vs. Ponzinibbio,1.0,lhw,ko_tko,1,296,0f8b2f7299b5e114,Khalil Rountree Jr. ,Paul Craig,2017-07-16
UFC Fight Night: Nelson vs. Ponzinibbio,0.0,hw,dec_una,3,300,a77950d6a0a451f4,James Mulheron ,Justin Willis,2017-07-16
UFC Fight Night: Nelson vs. Ponzinibbio,1.0,ww,ko_tko,2,239,1ccde17f48fb709e,Danny Roberts ,Bobby Nash,2017-07-16
UFC Fight Night: Nelson vs. Ponzinibbio,1.0,flw,sub,3,151,8fd14eb227688467,Alexandre Pantoja ,Neil Seery,2017-07-16
UFC Fight Night: Nelson vs. Ponzinibbio,0.0,ww,ko_tko,1,130,7e7fba47f511f8ad,Charlie Ward ,Galore Bofando,2017-07-16
UFC Fight Night: Nelson vs. Ponzinibbio,1.0,lw,dec_una,3,300,a0909aab15ba53c5,Danny Henry ,Daniel Teymur,2017-07-16
UFC Fight Night: Nelson vs. Ponzinibbio,1.0,bw,dec_una,3,300,2fef7ac78df0cccc,Brett Johns ,Albert Morales,2017-07-16
UFC Fight Night: Nelson vs. Ponzinibbio,1.0,wbw,ko_tko,2,173,d49d2c810583a56a,Leslie Smith ,Amanda Lemos,2017-07-16
UFC 213: Romero vs. Whittaker,0.0,hw,dec_maj,3,300,b67229e7675eed24,Fabricio Werdum ,Alistair Overeem,2017-07-08
UFC 213: Romero vs. Whittaker,0.0,hw,dec_una,3,300,cf4c2b601c2228aa,Daniel Omielanczuk ,Curtis Blaydes,2017-07-08
UFC 213: Romero vs. Whittaker,1.0,lw,dec_una,3,300,1f49b59e4058568f,Anthony Pettis ,Jim Miller,2017-07-08
UFC 213: Romero vs. Whittaker,1.0,bw,sub,2,276,a5a065cb6d33ba9e,Rob Font ,Douglas Silva de Andrade,2017-07-08
UFC 213: Romero vs. Whittaker,0.0,hw,sub,2,224,00b801e7e1679f2f,Travis Browne ,Aleksei Oleinik,2017-07-08
UFC 213: Romero vs. Whittaker,1.0,ww,ko_tko,3,87,19eed5d9781b47ac,Chad Laprise ,Brian Camozzi,2017-07-08
UFC 213: Romero vs. Whittaker,1.0,mw,ko_tko,2,124,323fb015ca2444e3,Thiago Santos ,Gerald Meerschaert,2017-07-08
UFC 213: Romero vs. Whittaker,0.0,ww,dec_una,3,300,9298175cb2ad7d41,Jordan Mein ,Belal Muhammad,2017-07-08
UFC 213: Romero vs. Whittaker,1.0,ftw,dec_una,3,300,1645ed92dcdc5c03,Cody Stamann ,Terrion Ware,2017-07-08
UFC 213: Romero vs. Whittaker,1.0,lhw,ko_tko,2,174,e1100fc357e61fba,Trevin Giles ,James Bochnovic,2017-07-08
The Ultimate Fighter: Redemption Finale,0.0,lw,ko_tko,2,288,0d5356c506111a57,Michael Johnson ,Justin Gaethje,2017-07-07
The Ultimate Fighter: Redemption Finale,0.0,lw,dec_spl,3,300,6f836a82a0530884,Marc Diakiese ,Drakkar Klose,2017-07-07
The Ultimate Fighter: Redemption Finale,1.0,lhw,ko_tko,3,128,e97b609eefc5fd61,Jared Cannonier ,Nick Roehrick,2017-07-07
The Ultimate Fighter: Redemption Finale,1.0,mw,dec_una,3,300,6ec0a046de95fe16,Brad Tavares ,Elias Theodorou,2017-07-07
The Ultimate Fighter: Redemption Finale,1.0,lhw,dec_una,3,300,3e5a3ecd2b123fc2,Jordan Johnson ,Marcel Fortuna,2017-07-07
The Ultimate Fighter: Redemption Finale,1.0,wsw,dec_una,3,300,c94c3e4bbed24421,Angela Hill ,Ashley Yoder,2017-07-07
The Ultimate Fighter: Redemption Finale,1.0,ww,dec_una,3,300,c7c7be3b0d65a7da,James Krause ,Tom Gallicchio,2017-07-07
The Ultimate Fighter: Redemption Finale,0.0,lhw,dec_una,3,300,7f3bd3b913df61f4,Ed Herman ,CB Dollaway,2017-07-07
The Ultimate Fighter: Redemption Finale,1.0,wsw,sub,2,53,f0ac3761d3fdda3e,Tecia Torres ,Juliana Lima,2017-07-07
The Ultimate Fighter: Redemption Finale,1.0,ftw,dec_una,3,300,88c2da7b33cca8d4,Gray Maynard ,Teruto Ishihara,2017-07-07
UFC Fight Night: Chiesa vs. Lee,0.0,lw,sub,1,277,7013a95ea4014606,Michael Chiesa ,Kevin Lee,2017-06-25
UFC Fight Night: Chiesa vs. Lee,1.0,mw,ko_tko,2,46,0ad57af26ddc7930,Tim Boetsch ,Johny Hendricks,2017-06-25
UFC Fight Night: Chiesa vs. Lee,1.0,wsw,dec_una,3,300,bd59c07a106d331b,Felice Herrig ,Justine Kish,2017-06-25
UFC Fight Night: Chiesa vs. Lee,0.0,lhw,ko_tko,1,29,ae5c7517d9f2516c,Joachim Christensen ,Dominick Reyes,2017-06-25
UFC Fight Night: Chiesa vs. Lee,1.0,ww,dec_una,3,300,b53fd8bce62aa1c6,Tim Means ,Alex Garcia,2017-06-25
UFC Fight Night: Chiesa vs. Lee,0.0,ftw,dec_maj,3,300,3a4d2a933a3c7291,BJ Penn ,Dennis Siver,2017-06-25
UFC Fight Night: Chiesa vs. Lee,1.0,lw,dec_una,3,300,9a79a4b97a0f1e24,Clay Guida ,Erik Koch,2017-06-25
UFC Fight Night: Chiesa vs. Lee,0.0,mw,dec_una,3,300,3d1f83264d87c529,Vitor Miranda ,Marvin Vettori,2017-06-25
UFC Fight Night: Chiesa vs. Lee,1.0,wsw,dec_una,3,300,1bd52b0c01018f4a,Carla Esparza ,Maryna Moroz,2017-06-25
UFC Fight Night: Chiesa vs. Lee,0.0,lw,dec_spl,3,300,f7ae397fefa57c70,Devin Powell ,Darrell Horcher,2017-06-25
UFC Fight Night: Chiesa vs. Lee,1.0,ftw,ko_tko,2,264,1e75ee0da189857b,Jared Gordon ,Michel Quinones,2017-06-25
UFC Fight Night: Chiesa vs. Lee,1.0,lw,dec_una,3,300,eafda776967c6444,Anthony Rocco Martin ,Johnny Case,2017-06-25
UFC Fight Night: Chiesa vs. Lee,0.0,lhw,ko_tko,1,81,aebdb007f8d1348a,Josh Stansbury ,Jeremy Kimball,2017-06-25
UFC Fight Night: Holm vs. Correia,1.0,wbw,ko_tko,3,69,0096879f5708526b,Holly Holm ,Bethe Correia,2017-06-17
UFC Fight Night: Holm vs. Correia,0.0,hw,dec_una,3,300,205ad947e8c94901,Andrei Arlovski ,Marcin Tybura,2017-06-17
UFC Fight Night: Holm vs. Correia,0.0,ww,dec_una,3,300,b6464850da8f3099,Dong Hyun Kim ,Colby Covington,2017-06-17
UFC Fight Night: Holm vs. Correia,0.0,ww,dec_una,3,300,a69a155a25b84679,Tarec Saffiedine ,Rafael Dos Anjos,2017-06-17
UFC Fight Night: Holm vs. Correia,0.0,lw,sub,1,72,fc2585e234e49dee,Takanori Gomi ,Jon Tuck,2017-06-17
UFC Fight Night: Holm vs. Correia,0.0,hw,ko_tko,1,104,9072bf6135cad3e0,Cyril Asker ,Walt Harris,2017-06-17
UFC Fight Night: Holm vs. Correia,1.0,ftw,tko_doc,2,300,b66f4fa1b9b96b51,Alex Caceres ,Rolando Dy,2017-06-17
UFC Fight Night: Holm vs. Correia,0.0,flw,sub,2,199,a71e4206f87ae74c,Justin Scoggins ,Yuta Sasaki,2017-06-17
UFC Fight Night: Holm vs. Correia,1.0,ww,dec_una,3,300,8984ab656cb1818d,Li Jingliang ,Frank Camacho,2017-06-17
UFC Fight Night: Holm vs. Correia,0.0,bw,ko_tko,1,249,361e67af5f462aea,Kwan Ho Kwak ,Russell Doane,2017-06-17
UFC Fight Night: Holm vs. Correia,1.0,flw,dec_una,3,300,e7b5a8c97106ca60,Naoki Inoue ,Carls John De Tomas,2017-06-17
UFC Fight Night: Holm vs. Correia,0.0,wbw,dec_una,3,300,7d14f95d03afb359,Ji Yeon Kim ,Lucie Pudilova,2017-06-17
UFC Fight Night: Lewis vs. Hunt,0.0,hw,ko_tko,4,231,cd96998e837b0da1,Derrick Lewis ,Mark Hunt,2017-06-10
UFC Fight Night: Lewis vs. Hunt,1.0,mw,ko_tko,1,76,ad772f626b5dd31d,Derek Brunson ,Daniel Kelly,2017-06-10
UFC Fight Night: Lewis vs. Hunt,1.0,lw,ko_tko,2,182,dc7ba55ca764cfbe,Dan Hooker ,Ross Pearson,2017-06-10
UFC Fight Night: Lewis vs. Hunt,1.0,lhw,ko_tko,1,22,4507354cd97f10e5,Ion Cutelaba ,Henrique da Silva,2017-06-10
UFC Fight Night: Lewis vs. Hunt,0.0,flw,sub,1,49,2dfa31667cee74c3,Tim Elliott ,Ben Nguyen,2017-06-10
UFC Fight Night: Lewis vs. Hunt,1.0,ftw,dec_una,3,300,e4db3b1669d498c3,Alexander Volkanovski ,Mizuto Hirota,2017-06-10
UFC Fight Night: Lewis vs. Hunt,0.0,lw,ko_tko,1,217,165d3a571fcc5e3c,Damien Brown ,Vinc Pichel,2017-06-10
UFC Fight Night: Lewis vs. Hunt,1.0,ww,dec_una,3,300,288b479c485c48b2,Luke Jumeau ,Dominique Steele,2017-06-10
UFC Fight Night: Lewis vs. Hunt,1.0,flw,dec_una,3,300,11cb7d7d774d5e6a,John Moraga ,Ashkan Mokhtarian,2017-06-10
UFC Fight Night: Lewis vs. Hunt,0.0,ww,dec_spl,3,300,1b1d1900b4051344,Kiichi Kunimoto ,Zak Ottow,2017-06-10
UFC Fight Night: Lewis vs. Hunt,1.0,wsw,dec_una,3,300,bd4a648bebaefab3,JJ Aldrich ,Chan-Mi Jeon,2017-06-10
UFC 212: Aldo vs. Holloway,1.0,wsw,sub,1,183,5bfaa389a67139fd,Claudia Gadelha ,Karolina Kowalkiewicz,2017-06-03
UFC 212: Aldo vs. Holloway,1.0,mw,dec_una,3,300,823e9449bd47e408,Vitor Belfort ,Nate Marquardt,2017-06-03
UFC 212: Aldo vs. Holloway,1.0,mw,ko_tko,2,66,6b581bb1bc9289ef,Paulo Costa ,Oluwale Bamgbose,2017-06-03
UFC 212: Aldo vs. Holloway,0.0,ww,ko_tko,2,121,6c9fdcb95393a49c,Erick Silva ,Yancy Medeiros,2017-06-03
UFC 212: Aldo vs. Holloway,1.0,bw,dec_spl,3,300,228879162d8be605,Raphael Assuncao ,Marlon Moraes,2017-06-03
UFC 212: Aldo vs. Holloway,1.0,mw,sub,2,229,3ad3acca165a5d90,Antonio Carlos Junior ,Eric Spicely,2017-06-03
UFC 212: Aldo vs. Holloway,0.0,bw,ko_tko,1,177,36f0c6d7126e09ee,Johnny Eduardo ,Matthew Lopez,2017-06-03
UFC 212: Aldo vs. Holloway,0.0,bw,sub,1,108,cb2844bb15d22cc6,Iuri Alcantara ,Brian Kelleher,2017-06-03
UFC 212: Aldo vs. Holloway,1.0,wsw,dec_una,3,300,2fd43be584ef522b,Viviane Pereira ,Jamie Moyle,2017-06-03
UFC 212: Aldo vs. Holloway,1.0,ww,sub,2,288,88e0de323a83f241,Luan Chagas ,Jim Wallhead,2017-06-03
UFC 212: Aldo vs. Holloway,0.0,flw,ko_tko,2,300,6486579eee778b4d,Marco Beltran ,Deiveson Figueiredo,2017-06-03
UFC Fight Night: Gustafsson vs. Teixeira,1.0,lhw,ko_tko,5,67,923d5041c3b6d763,Alexander Gustafsson ,Glover Teixeira,2017-05-28
UFC Fight Night: Gustafsson vs. Teixeira,1.0,lhw,ko_tko,1,28,79be3a6d483ad64a,Volkan Oezdemir ,Misha Cirkunov,2017-05-28
UFC Fight Night: Gustafsson vs. Teixeira,1.0,ww,ko_tko,2,149,8cdc9c13d75adb28,Peter Sobotta ,Ben Saunders,2017-05-28
UFC Fight Night: Gustafsson vs. Teixeira,0.0,ww,dec_spl,3,300,78e38f1ad43c3479,Abdul Razak Alhassan ,Omari Akhmedov,2017-05-28
UFC Fight Night: Gustafsson vs. Teixeira,0.0,ww,dec_una,3,300,33913e8e56c49a4c,Oliver Enkamp ,Nordine Taleb,2017-05-28
UFC Fight Night: Gustafsson vs. Teixeira,1.0,mw,ko_tko,1,120,2105210529457ffd,Jack Hermansson ,Alex Nicholson,2017-05-28
UFC Fight Night: Gustafsson vs. Teixeira,1.0,bw,dec_una,3,300,9674c37e3a2bc399,Pedro Munhoz ,Damian Stasiak,2017-05-28
UFC Fight Night: Gustafsson vs. Teixeira,1.0,mw,dec_una,3,300,ac6cb989ccc38f73,Trevor Smith ,Chris Camozzi,2017-05-28
UFC Fight Night: Gustafsson vs. Teixeira,0.0,lw,dec_spl,3,300,2c101a0bcf334d31,Reza Madadi ,Joaquim Silva,2017-05-28
UFC Fight Night: Gustafsson vs. Teixeira,0.0,ww,ko_tko,3,277,9c3f3bc7f7472e0c,Nicholas Musoke ,Bojan Velickovic,2017-05-28
UFC Fight Night: Gustafsson vs. Teixeira,1.0,ww,dec_una,3,300,1ed9dbbe604654b9,Darren Till ,Jessin Ayari,2017-05-28
UFC Fight Night: Gustafsson vs. Teixeira,0.0,lw,ko_tko,3,7,b166f1582946fbbc,Marcin Held ,Damir Hadzovic,2017-05-28
UFC 211: Miocic vs. Dos Santos,1.0,ww,dec_spl,3,300,6e3139f066149a81,Demian Maia ,Jorge Masvidal,2017-05-13
UFC 211: Miocic vs. Dos Santos,1.0,ftw,tko_doc,2,300,39f746cee66e8771,Frankie Edgar ,Yair Rodriguez,2017-05-13
UFC 211: Miocic vs. Dos Santos,0.0,mw,dec_spl,3,300,362a5b3cd4a70330,Krzysztof Jotko ,David Branch,2017-05-13
UFC 211: Miocic vs. Dos Santos,0.0,ftw,ko_tko,3,39,9882c1dac77c0367,Chas Skelly ,Jason Knight,2017-05-13
UFC 211: Miocic vs. Dos Santos,1.0,hw,ko_tko,2,216,f26657d5018ee428,Chase Sherman ,Rashad Coulter,2017-05-13
UFC 211: Miocic vs. Dos Santos,1.0,lw,ko_tko,1,159,567cefcaba821205,James Vick ,Marco Polo Reyes,2017-05-13
UFC 211: Miocic vs. Dos Santos,0.0,wsw,dec_una,3,300,af2ef75664656957,Jessica Aguilar ,Cortney Casey,2017-05-13
UFC 211: Miocic vs. Dos Santos,0.0,ftw,dec_una,3,300,7188621a628e718d,Gabriel Benitez ,Enrique Barzola,2017-05-13
UFC 211: Miocic vs. Dos Santos,0.0,lhw,sub,1,141,14dbcdbe8e7251bf,Joachim Christensen ,Gadzhimurad Antigulov,2017-05-13
UFC Fight Night: Swanson vs. Lobov,1.0,ftw,dec_una,5,300,b29ed164b3014a42,Cub Swanson ,Artem Lobov,2017-04-22
UFC Fight Night: Swanson vs. Lobov,1.0,lw,ko_tko,1,98,2310fbcb6fdf3b47,Al Iaquinta ,Diego Sanchez,2017-04-22
UFC Fight Night: Swanson vs. Lobov,1.0,lhw,sub,2,131,53c96668bf850809,Ovince Saint Preux ,Marcos Rogerio de Lima,2017-04-22
UFC Fight Night: Swanson vs. Lobov,1.0,bw,dec_una,3,300,8b97cd609c7152b7,John Dodson ,Eddie Wineland,2017-04-22
UFC Fight Night: Swanson vs. Lobov,0.0,lw,dec_maj,3,300,41385f4e63682b5b,Joe Lauzon ,Stevie Ray,2017-04-22
UFC Fight Night: Swanson vs. Lobov,0.0,ww,ko_tko,2,65,3905e5dc489811d6,Jake Ellenberger ,Mike Perry,2017-04-22
UFC Fight Night: Swanson vs. Lobov,1.0,mw,dec_una,3,300,2d6182d1d398ed6a,Thales Leites ,Sam Alvey,2017-04-22
UFC Fight Night: Swanson vs. Lobov,0.0,flw,sub,2,246,319f3fad278368e6,Dustin Ortiz ,Brandon Moreno,2017-04-22
UFC Fight Night: Swanson vs. Lobov,1.0,lw,dec_una,3,300,cf18911df2052826,Scott Holtzman ,Michael McBride,2017-04-22
UFC Fight Night: Swanson vs. Lobov,0.0,wsw,dec_una,3,300,c0c587cb52de929b,Jessica Penne ,Danielle Taylor,2017-04-22
UFC Fight Night: Swanson vs. Lobov,1.0,wbw,dec_una,3,300,f313eae425b7c539,Alexis Davis ,Cindy Dandois,2017-04-22
UFC Fight Night: Swanson vs. Lobov,1.0,ww,ko_tko,1,210,7d4e11c2a9485320,Bryan Barberena ,Joe Proctor,2017-04-22
UFC Fight Night: Swanson vs. Lobov,1.0,flw,ko_tko,1,264,6ccfbe3a7c5aa55e,Hector Sandoval ,Matt Schnell,2017-04-22
UFC on FOX: Johnson vs. Reis,1.0,wsw,sub,2,167,e52318719d839d2d,Rose Namajunas ,Michelle Waterson,2017-04-15
UFC on FOX: Johnson vs. Reis,0.0,mw,ko_tko,2,208,0459297e86a14981,Jacare Souza ,Robert Whittaker,2017-04-15
UFC on FOX: Johnson vs. Reis,0.0,ftw,dec_spl,3,300,d764ef3e078c96c8,Jeremy Stephens ,Renato Moicano,2017-04-15
UFC on FOX: Johnson vs. Reis,1.0,hw,dec_una,3,300,b0552b065ca7f401,Alexander Volkov ,Roy Nelson,2017-04-15
UFC on FOX: Johnson vs. Reis,0.0,bw,ko_tko,2,28,20be16a1db95156c,Patrick Williams ,Tom Duquesnoy,2017-04-15
UFC on FOX: Johnson vs. Reis,0.0,lw,dec_spl,3,300,f24c296256faeff2,Bobby Green ,Rashid Magomedov,2017-04-15
UFC on FOX: Johnson vs. Reis,0.0,flw,dec_una,3,300,41cef92a01e7ff3c,Louis Smolka ,Tim Elliott,2017-04-15
UFC on FOX: Johnson vs. Reis,1.0,bw,dec_una,3,300,677e98ae5834ba70,Aljamain Sterling ,Augusto Mendes,2017-04-15
UFC on FOX: Johnson vs. Reis,1.0,lhw,dec_una,3,300,4291b38643547fa7,Devin Clark ,Jake Collier,2017-04-15
UFC on FOX: Johnson vs. Reis,1.0,mw,ko_tko,3,232,0673d8ab0add7a05,Anthony Smith ,Andrew Sanchez,2017-04-15
UFC on FOX: Johnson vs. Reis,1.0,ww,sub,1,261,2a0d4dd0997bd712,Zak Cummings ,Nathan Coy,2017-04-15
UFC on FOX: Johnson vs. Reis,0.0,wbw,dec_una,3,300,94ce682e4a3e556a,Ashlee Evans-Smith ,Ketlen Vieira,2017-04-15
UFC 210: Cormier vs. Johnson 2,0.0,mw,ko_tko,2,193,87a969d51de6e179,Chris Weidman ,Gegard Mousasi,2017-04-08
UFC 210: Cormier vs. Johnson 2,1.0,wsw,sub,3,225,687d973d71e068dc,Cynthia Calvillo ,Pearl Gonzalez,2017-04-08
UFC 210: Cormier vs. Johnson 2,1.0,ww,dec_una,3,300,a68672f66e12a3c2,Thiago Alves ,Patrick Cote,2017-04-08
UFC 210: Cormier vs. Johnson 2,0.0,lw,sub,1,150,56c7c59c9bb3b610,Will Brooks ,Charles Oliveira,2017-04-08
UFC 210: Cormier vs. Johnson 2,1.0,ftw,ko_tko,1,210,23ba0218f9f65e33,Myles Jury ,Mike de la Torre,2017-04-08
UFC 210: Cormier vs. Johnson 2,1.0,ww,dec_una,3,300,b2c1f9bdd5d3073d,Kamaru Usman ,Sean Strickland,2017-04-08
UFC 210: Cormier vs. Johnson 2,1.0,ftw,ko_tko,3,119,ddb015ac5c067aa9,Shane Burgos ,Charles Rosa,2017-04-08
UFC 210: Cormier vs. Johnson 2,1.0,lhw,dec_una,3,300,e7ad1c3a763c7cae,Patrick Cummins ,Jan Blachowicz,2017-04-08
UFC 210: Cormier vs. Johnson 2,1.0,lw,ko_tko,1,21,8b4eeaa048361ba3,Gregor Gillespie ,Andrew Holbrook,2017-04-08
UFC 210: Cormier vs. Johnson 2,0.0,lw,dec_spl,3,300,97b7638c592a95a9,Josh Emmett ,Desmond Green,2017-04-08
UFC 210: Cormier vs. Johnson 2,1.0,wbw,dec_spl,3,300,2464a75ee75dbf2f,Katlyn Chookagian ,Irene Aldana,2017-04-08
UFC 210: Cormier vs. Johnson 2,0.0,flw,dec_una,3,300,c4da9ec26a924a7d,Jenel Lausa ,Bibulatov Magomed,2017-04-08
