fighter,height,reach,stance,dob,fighter_id
Lee Kwan Bum,74.0,,Orthodox,,c0342805a1948cbb
Josh Bumgarner,73.0,,,,9900ab86a4c458bd
Shawn Bunch,65.0,,,,6e9af164ab91a229
Wuliji Buren,69.0,69.0,Orthodox,,2296125b6c362355
Shane Burgos,71.0,75.0,Orthodox,,98d961097baaf308
Joshua Burkman,70.0,72.0,Orthodox,,6da99156486ed6c2
Justin Burlinson,73.0,74.0,Switch,1997-05-19,dadd80ef954e54ed
Mads Burnell,68.0,69.0,Orthodox,,69f01b25dfabaf6b
Mikey Burnett,66.0,,Orthodox,,4c805f5f58a75df0
Kevin Burns,70.0,74.0,Orthodox,,a6d8bfe9e0c8153b
Gilbert Burns,70.0,71.0,Orthodox,,23024fdfc966410a
Josh Burns,73.0,,,1978-05-15,1e092415a7eeaf65
Herbert Burns,69.0,73.0,Orthodox,,4f140403000158b5
Derrick Burnsed,,,,,2213330f082f82d5
Nah-Shon Burrell,71.0,,Orthodox,,2c64c035485906aa
Martin Buschkamp,69.0,,Orthodox,,8fc30d8cebb17116
George Bush,73.0,,,,f0c779dc2ca3816c
Bubba Bush,72.0,,Orthodox,,132505067f08c54d
Dakota Bush,70.0,73.0,Orthodox,,3033c1c080672475
Murilo Bustamante,74.0,,Orthodox,,85d905f7c4f5a1af
Nick Bustamante,69.0,,,,51b1ca2a4b064101
Eduardo Bustillos,68.0,,,,f273f1b8df04c8a1
Jason Butcher,75.0,,,,30e39145fec48d25
Todd Butler,73.0,,Southpaw,,3fed746acfd026dd
Goldman Butler,,,,,e2d5072048b825b1
Ian Butler,68.0,,,,6b8fd98eb52363d1
Raphael Butler,75.0,,,,f941505e35fb1eae
JP Buys,65.0,67.0,Orthodox,,0b362247806341e5
Dennis Buzukja,69.0,71.0,Switch,,c4d039123e62f6a9
Charles Byrd,70.0,73.0,Orthodox,,76ee3d666c648f6b
Steve Byrnes,72.0,,Orthodox,,43612456979e5d5e
Michael Byrnes,71.0,,,,87f0b37f153cf497
Yan Cabral,71.0,73.0,Orthodox,1983-05-13,7cdd3e5d3aa9cb39
Alvin Cacdac,66.0,,Orthodox,,ce7871949b0ed2bf
Alex Caceres,70.0,73.0,Southpaw,,7aa3d6964eff4877
Vince Cachero,66.0,68.0,Orthodox,,ed2a8cc402173781
Priscila Cachoeira,67.0,65.0,Orthodox,,b1e5bcaad32a3cac
Travis Calanoc,68.0,,Orthodox,,90d28fee0af74f2d
Ricky Calatayud,69.0,,,,800feaa25700a85f
Darrion Caldwell,70.0,,,,b7dc25ee40ee8334
Taylor Callens,70.0,,,1991-05-21,53d471e9bf5f2fc8
Cynthia Calvillo,64.0,64.0,Orthodox,,98215d037be5bcb7
Joe Camacho,69.0,,Orthodox,,dfb965c9824425db
Frank Camacho,70.0,73.0,Orthodox,1989-05-18,764342d39cdaa54a
Fabricio Camoes,70.0,71.0,Orthodox,,7abe471b61725980
Chris Camozzi,74.0,75.0,Orthodox,,6c2030e0a143a94b
Brian Camozzi,74.0,78.0,Orthodox,,1999ffb5cebc314f
Ricky Camp,67.0,,,,4a99978a0366bb29
Mike Campbell,69.0,,Southpaw,,f5585e675af7afd4
Thomas Campbell,,,,,d060014a5a039829
Shane Campbell,72.0,71.0,Orthodox,,784285b7ae7dd85f
John Campetella,69.0,,Orthodox,,31bbd46d57dfbcb7
Wagner Campos,66.0,,Southpaw,,db6d5f691aea3fd3
Derek Campos,69.0,,,,aa8dc72b3a1f761c
Will Campuzano,69.0,70.0,Orthodox,1986-05-27,901cddcbfa079097
Aleksa Camur,73.0,74.0,Orthodox,,c2a670b22d2e196f
Chico Camus,66.0,66.0,Orthodox,,32be4b7f7de1c905
Asbel Cancio,70.0,,,,2a7afe14b3a0a058
Carlos Candelario,68.0,68.0,Southpaw,,760a55d5b6098cbe
Ronaldo Candido,66.0,,Southpaw,,23fbe02caabcd214
Luiz Cane,74.0,77.0,Southpaw,,24b033b3daf1c9df
Guido Cannetti,66.0,68.0,Southpaw,,d05412b513b19621
Jared Cannonier,71.0,77.0,Switch,,13a0275fa13c4d26
Jose Canseco,76.0,,Orthodox,,03da33a102d9a45f
Cody Canterbury,68.0,,,,23100e8f71f25a4a
Bo Cantrell,74.0,,Orthodox,,6750e338922a099d
Steve Cantwell,74.0,75.0,Orthodox,,f1f9e48a0d150757
Paul Capaldo,67.0,,,,83b8fe74224dd642
Phil Caracappa,68.0,70.0,Orthodox,,bd81a97864acf098
Frank Caracci,,,,,44f9c777fed7ca03
Gina Carano,68.0,,Orthodox,,899eaba48fa864a6
Dos Caras Jr.,76.0,,Orthodox,1977-05-25,155a02a8b4311057
Bryan Caraway,68.0,68.0,Orthodox,,5ef0088c1b19beeb
Remo Cardarelli,,,,,e5512a6aed150d8f
Phil Cardella,71.0,,,,f6a7b02c42e9fc5b
Edgar Cardenas,,,,,99a86b134dccc166
Chris Cariaso,63.0,64.0,Southpaw,1981-05-27,b2e3aca4cd363477
Ronald Carillo,,,,,cbd022eaf2ac546a
Rafael Carino,80.0,,Orthodox,,08a7080ff5904661
Don Carlo-Clauss,,,,,f59a6de8a5dfe297
Antonio Carlos Junior,74.0,79.0,Orthodox,,52e76bb4b3e852f3
Spike Carlyle,68.0,71.0,Switch,1993-05-06,be68b375707dcb85
Francis Carmont,75.0,78.0,Orthodox,,3591d0d5d382a381
Liz Carmouche,66.0,66.0,Orthodox,,51a0c09cbe9b8472
Roan Carneiro,71.0,76.0,Orthodox,,1c86754617d9813a
Ariane Carnelossi,62.0,61.0,Orthodox,,c0d5c0c95c59050b
Luana Carolina,66.0,69.0,Orthodox,,528b071cf3da7c56
Tim Caron,73.0,,Orthodox,,b80ea4880f25c187
Gabriel Carrasco,66.0,,,,89ed44801968b8e3
Cody Carrillo,70.0,,,,9346efb4bbaedd08
Cain Carrizosa,68.0,,Orthodox,,064b7dc68d786254
Roger Carroll,70.0,,,,572a89dbe1f76761
Jonny Carson,70.0,,,,0d49ddc07bd8c747
Scott Carson,74.0,,,,1e3302f9ab6f549a
Shonie Carter,70.0,,Southpaw,1972-05-03,7b6e40a73b567072
Bruno Carvalho,68.0,,,,456c02115efc4a01
Antonio Carvalho,69.0,70.0,Orthodox,1979-05-30,fef3d17e27e916e7
Rafael Carvalho,75.0,,,,620d8710e89cfeae
Shane Carwin,74.0,80.0,Orthodox,,68dd7b3783c19f9c
Johnny Case,70.0,72.0,Orthodox,,1f4b04a926ef1287
Kevin Casey,71.0,77.0,Southpaw,,8d9586726252dbf7
Cortney Casey,67.0,67.0,Orthodox,1987-05-05,5f179af5fffeb9f6
Brandon Cash,77.0,,Orthodox,,3993f7dcb7caf42a
Bendy Casimir,65.0,,Southpaw,,ec7ac09293d26c05
Dwayne Cason,70.0,,Orthodox,,31c01fbc2586a5eb
Joe Cason,75.0,,,,2b1c6f28039efe36
John Castaneda,66.0,71.0,Switch,,5fa2974cbd18e05c
Eric Castile,68.0,,,,a0a69dc9914ef6e1
Gil Castillo,69.0,,Southpaw,,31ceaf0e670c1578
Danny Castillo,69.0,71.0,Orthodox,,d1e7fc58d4225cdf
Raul Castillo,71.0,,Orthodox,,feeae92f951f49a9
Jenna Castillo,62.0,,,1982-05-05,e680418329c84ec4
Tim Catalfo,71.0,,Orthodox,,6ca68b636fbc1f18
Nick Catone,72.0,72.0,Southpaw,,f8fe2053d73d7bcf
Luke Caudillo,67.0,,Orthodox,,68d76fd9ecf7431d
Gesias Cavalcante,68.0,71.0,Orthodox,,2a74bbba57058f12
Rafael Cavalcante,73.0,74.0,Orthodox,,5c1ca0c72b599a3c
Magnus Cedenblad,77.0,79.0,Orthodox,,0e21976afc92e4d1
Yosdenis Cedeno,68.0,69.0,Orthodox,,3e61082025db8137
Henry Cejudo,64.0,64.0,Orthodox,,056c493bbd76a918
Adam Cella,74.0,,,,b27b8881d7444114
Donald Cerrone,73.0,73.0,Orthodox,,1d00756835ca67c9
Jared Chaffee,70.0,,,,fdf59144e535bc38
Luan Chagas,72.0,75.0,Orthodox,,9ccf8371fd80d45d
Ansar Chalangov,69.0,,Orthodox,,7342fcc41a4817fa
Alex Chambers,63.0,63.0,Southpaw,,26b63bc5c0c1f65d
Michael Chandler,68.0,71.0,Orthodox,,4b93a88f3b1de35b
Donnie Chappell,71.0,,Southpaw,,8788beb528894f33
Joe Charles,73.0,,Southpaw,,19ffeb5e3fffd6d5
Dan Charles,74.0,,,,32a4f1235f0dad73
Ernest Chavez,68.0,70.0,Orthodox,,b406da701c479076
Emilio Chavez,69.0,,,,84e8920e59ff14a7
Danny Chavez,68.0,67.0,Orthodox,,0de720c0f1d4ab9c
Gabriel Checco,73.0,,Switch,,9c5f7d5c6d084b35
Albert Cheng,71.0,,Orthodox,,d8d7b24d276c8cb0
Fabio Cherant,73.0,74.0,Southpaw,,78a68f1dade6aaf7
Ion Cherdivara,,,,,c713a845360d604b
Mark Cherico,67.0,69.0,Orthodox,1986-05-12,79a193111e3bc99b
Macy Chiasson,71.0,72.0,Orthodox,,9cdd2da1a9104a0b
Michael Chiesa,73.0,75.0,Southpaw,,c58f51dedb310998
Giga Chikadze,72.0,74.0,Orthodox,,9560ff14eb3129f7
Khamzat Chimaev,74.0,75.0,Orthodox,1994-05-01,767755fd74662dbf
Sako Chivitchian,71.0,,,,9f7787e56a6bc0f4
Mu Bae Choi,74.0,,Orthodox,,371a1c91b24dec2b
Hong Man Choi,86.0,,Orthodox,,2c104b7e59a72629
Dooho Choi,70.0,70.0,Orthodox,,e93b04e308913c2e
SeungWoo Choi,72.0,74.0,Orthodox,,a68575214ecad140
John Cholish,71.0,74.0,Orthodox,,03c9994c5b8958ec
Ryo Chonan,69.0,70.0,Orthodox,,55a7b2d4e54ffac9
Katlyn Chookagian,69.0,68.0,Orthodox,,e872e9a9a902c045
Will Chope,76.0,,Switch,,db5dc7cb80d7d418
Joachim Christensen,75.0,76.0,Orthodox,,2d447cc91bdaa545
Dan Christison,80.0,,Orthodox,,b369533a577fa97c
Anthony Christodoulou,69.0,,Orthodox,,4f11e9ce318ffbcb
Murad Chunkaiev,71.0,,Orthodox,,d4a12dfa4067742f
Cameron Church,71.0,72.0,Orthodox,,f197ce0cbe69996d
Steven Ciaccio,72.0,,,,eaebaa6801338ea1
Mike Ciesnolevicz,72.0,,Orthodox,,51b0bb73a1da34bc
Hannah Cifers,61.0,62.0,Orthodox,,2244d9a2b64b8c3b
Branko Cikatic,73.0,,Orthodox,,4e5bbc4566049cbf
Nikolajus Cilkinas,,,Orthodox,,3f3550bf126a5721
Misha Cirkunov,75.0,77.0,Orthodox,,67f272324a030d00
Johnny Cisneros,71.0,,,,42611508ba8c3298
Laverne Clark,71.0,,Orthodox,,1c2f2571b18791b6
Logan Clark,74.0,,Orthodox,,6776260cb0aef647
Mychal Clark,75.0,,Orthodox,,69108cb8b32efe04
Dominic Clark,70.0,,,,8a64b3f87ad29d1e
Heather Clark,66.0,64.0,Orthodox,,dd4c16777fb2ccf9
Devin Clark,72.0,75.0,Orthodox,,cc7040fe76f0ef91
Jessica-Rose Clark,65.0,64.0,Orthodox,,6c8072b61c276e67
John Clarke,,,,,a77c71a574132188
Mitch Clarke,70.0,73.0,Orthodox,,c76ec2bc3a57666a
Rich Clementi,69.0,72.0,Southpaw,,7d21de9c6d7c98b2
Chris Clements,70.0,70.0,Orthodox,,e5ecaf884b6da2bc
RJ Clifford,,,,,8e32bfcff3ec1717
Josh Clopton,66.0,,Orthodox,,48e96d9cea6d4ab0
Brian Cobb,71.0,,Orthodox,,3138fab619faf4d1
Darryl Cobb,69.0,,,,dc6d8256ee3dfba5
Dave Cochran,66.0,,,1973-05-10,6dbb1107de9a4a08
Dakota Cochrane,68.0,,,1986-05-01,8fa7e0bc052185ce
Marloes Coenen,69.0,67.0,,,0b77a05bcbd2de74
Marc Cofer,,,,,e90d9d0681270953
John Cofer,69.0,,Southpaw,,8b260672a21d1fd6
Chris Coggins,,,,,a0c29b13f7a5df32
Felipe Colares,68.0,69.0,Orthodox,,dbac0a413af64bbe
Wayne Cole,73.0,,Orthodox,,2eab7a6c8b0ed8cc
Devin Cole,76.0,,Orthodox,,1174782eacde9b0c
Coltin Cole,,,,,cecd72feb0d640e3
Ivan Cole,69.0,,,,987b80f57190d6d0
Mark Coleman,73.0,75.0,Orthodox,,21b8a0f5c231096f
Cortez Coleman,73.0,,,,ffb20ae0db47ebe6
Clay Collard,71.0,73.0,Orthodox,,cc900c6a71ed23f3
Jamie Colleen,63.0,65.0,Orthodox,,6b64db453edf4c50
Jake Collier,75.0,78.0,Orthodox,,92fa1401b7927da3
Christian Colombo,77.0,,Orthodox,,9123c54d0a2b72dd
Wes Combs,74.0,,Orthodox,,a85998eb79650b2c
Carlos Condit,74.0,75.0,Orthodox,,f9f07bb5a43535ed
Chris Condo,72.0,,Orthodox,,41e77dc504a192c6
Montserrat Conejo,60.0,61.0,Southpaw,,1235b31de15d0c6e
Tristan Connelly,70.0,68.0,Orthodox,,2ebfbe72ed703925
Marcos Conrado Jr.,74.0,,Orthodox,,d450769115a193c2
Jeremiah Constant,73.0,,Orthodox,,18f5669a92e99d92
Jonathan Contrestano,,,,,06d4eb8123087123
Bob Cook,69.0,,Orthodox,,1c061eb6e29eaa0a
Mike Cook,73.0,,Orthodox,,3ab0df1ddd5f1dc2
Chad Cook,74.0,,,,e6daf9cdbf0da889
TJ Cook,,,,,fa238ecfd048f7d8
Dewey Cooper,,,,,5efaaf313b652dd7
Brett Cooper,72.0,,Orthodox,,88ffe9745e218dd8
Bill Cooper,,,,1984-05-05,78bd6940d093fd33
Bobby Cooper,73.0,,,,1b51895e5572cfda
Amanda Cooper,63.0,64.0,Switch,,d4a31850a7457f1b
Kit Cope,72.0,,Orthodox,,ce47f49e5c386a9c
Chris Cope,72.0,72.0,Orthodox,,8c8c92a12621d7e0
Josh Copeland,73.0,,Orthodox,,3aa794cbe1e3484b
Michael Cora,73.0,77.0,Southpaw,,2b91eff985b532cd
Akira Corassani,68.0,68.0,Orthodox,,3f52ce18fb98008f
Muhsin Corbbrey,70.0,,Orthodox,1978-05-18,1f9344211ca7fd60
Daniel Cormier,71.0,72.0,Orthodox,,d967f0128c323de6
Clint Coronel,,,,,fe67cd6423f7a8ad
Henry Corrales,69.0,,,,7cb0946d51b8cde7
Bethe Correia,65.0,64.0,Orthodox,,673ea7dcc786b1b3
Wesley Correira,75.0,,Orthodox,,4e9fb05d7e5e61b8
Tracy Cortez,65.0,65.0,Orthodox,,68d4a891e5cf2029
Reyes Cortez,67.0,68.0,Orthodox,,1a7d44196949577c
Chad Corvin,77.0,,,,1267b631db78665a
Louis Cosce,69.0,71.0,Orthodox,,afe8d5b39ff7fca2
Orion Cosce,71.0,71.0,Switch,,2c010b26a3306969
Miguel Cosio,76.0,,,,d150c6fbdb7687f4
Jadson Costa,67.0,,Orthodox,,222d6b547de2e035
Guilherme Costa,,,,,28877eddb1c0b967
Paulo Costa,73.0,72.0,Orthodox,,2e5c2aa8e4ab9d82
Randy Costa,69.0,73.0,Switch,,325ad0dd9126d3df
Oscar Cota,72.0,72.0,Orthodox,,f584a6e0b5b74604
Patrick Cote,71.0,75.0,Orthodox,,9fa3bd637edd9aa2
JC Cottrell,69.0,,Orthodox,,3ec1e4ba98c9c85a
JR Coughran,66.0,,Orthodox,1994-05-17,8112c9a23dccc759
Rashad Coulter,71.0,76.0,Orthodox,,d1528ac5675558b1
Dave Courchaine,68.0,,,,79ab17db3b40831a
Randy Couture,73.0,75.0,Orthodox,,0aa92558424ced9e
Kim Couture,68.0,,Orthodox,,84c43f0d25f15b0b
Ryan Couture,70.0,73.0,Orthodox,,46fd223e3ced39b3
Nikk Covert,68.0,,,,400c7b43c86d27d3
Colby Covington,71.0,72.0,Orthodox,,dc9572dd6ec74859
Jeff Cox,70.0,,Orthodox,,c9bbf1a0285a8076
Nathan Coy,70.0,69.0,Southpaw,,15ec018d144710db
Andrew Craig,73.0,76.0,Orthodox,,8a70ceb3edbe757b
Paul Craig,75.0,76.0,Orthodox,,eabf206b162b3b83
Dan Cramer,74.0,,Orthodox,,480b702debcb5433
Alberto Crane,65.0,,Orthodox,,25433871e4eee0f4
Tim Credeur,75.0,75.0,Orthodox,,89b8d1bf1ff09d1d
Paul Creighton,66.0,,Southpaw,,ed73c85164a5f5a4
Alexander Crispim,,,,,15dedd05f8bcb475
Alex Crispin,,,,,8944a0f9b2f0ce6d
Kevin Croom,71.0,73.0,Orthodox,,35b3772629e27a49
Ken Cross,72.0,72.0,Southpaw,,923767209632e08a
Jeff Crotty,,,,,98601a40e9d96047
Allen Crowder,75.0,76.0,Orthodox,,a9d6e047ce48ab63
Daron Cruickshank,68.0,72.0,Switch,,5f99b2bafb10305f
Richard Crunkilton,67.0,,Orthodox,,22ee260735da0d58
Jimmy Crute,74.0,74.0,Orthodox,,70e1f8a821b72c8b
Marcio Cruz,76.0,,Orthodox,,6aa1cbc1466e9a0b
Dominick Cruz,68.0,68.0,Orthodox,,10f3ba6cd2f44a97
Aalon Cruz,72.0,78.0,Switch,,003d82fa384ca1d0
Jay Cucciniello,67.0,,Orthodox,,683ea28a198936fe
Josh Culibao,70.0,73.0,Orthodox,1994-05-24,6751eacd16bd59bc
Chris Culley,,,,,e59b13321562eed3
Abel Cullum,67.0,,Orthodox,,2f8f3c69522db931
Zak Cummings,72.0,75.0,Southpaw,,4ba8d454f762005d
Everett Cummings,,,,,05e4be525cb3578c
Patrick Cummins,74.0,76.0,Orthodox,,e51e5cb722bd47a8
Luke Cummo,72.0,74.0,Orthodox,,93ce4ac89e3d7652
Hugo Cunha,76.0,,,,46a17755f80f63e8
Alton Cunningham,74.0,77.0,Orthodox,,305bde44ff664788
Santo Curatolo,63.0,62.0,Southpaw,,b8b765e320a8db39
Larry Cureton,74.0,,Orthodox,,46f11d15c0134fe3
Jeff Curran,66.0,69.0,Orthodox,,a8ea84cbe1655f0a
Kailin Curran,64.0,65.0,Orthodox,,05b43e0ead3df345
Pat Curran,69.0,,,,d8291d0dd63da29c
Chris Curtis,70.0,75.0,Orthodox,,5442f1bc4b47eaf3
Ion Cutelaba,73.0,75.0,Southpaw,,cd13728ae1151f46
Gleidson Cutis,69.0,,Orthodox,,44a94bbde42246e4
Sarah D'alelio,67.0,,,,ac45450f75d14f16
Marcos da Matta,64.0,,,,3b6d84343579fd33
Henrique da Silva,75.0,76.0,Orthodox,,b0bd0c5425668b8f
Alex Da Silva,68.0,73.0,Orthodox,,c3ded6f7155f9ea4
Daniel Da Silva,66.0,70.0,Switch,,31bb0772f21cabd8
Henrique Da Silva Lopes,75.0,,,,1f8cd7634e8286ff
Nicolas Dalby,71.0,74.0,Orthodox,,9d19d9e4aa2662e8
Paul Daley,69.0,76.0,Orthodox,,23725c826c481e7f
Dave Dalgliesh,74.0,,Orthodox,,ddbd0d6259ce57cc
Richard Dalton,73.0,,Orthodox,,6cd3dfc54f01287f
Aisling Daly,62.0,64.0,Orthodox,,e50cd77732d39967
Marko Damiani,72.0,,,,6e9b5c74c0860deb
Leonardo Damiani,70.0,69.0,Orthodox,,acd870570949d8a2
Rodrigo Damm,67.0,71.0,Orthodox,,a20d7dfaba74c067
Carina Damm,64.0,,,,033343da4c0cff8a
Danaa Batgerel,67.0,70.0,Orthodox,,3b0a516d2921e0d6
Cindy Dandois,67.0,,Orthodox,,9eef6584fab21fbb
Jarjis Danho,75.0,74.0,Orthodox,,8614b7134913f5d5
Raymond Daniels,74.0,,Southpaw,,fccb0fee256b7b4d
Marques Daniels,,,,,55a80a9365bc107d
Alexandre Dantas,74.0,,Orthodox,,8dc46e9a7895ce1a
Eduardo Dantas,70.0,,,,676a2e5ec4d7338c
Mac Danzig,68.0,70.0,Orthodox,,86f582852a5b240a
Karen Darabedyan,67.0,68.0,Orthodox,,d2fa318f34d0aadc
Beneil Dariush,70.0,72.0,Southpaw,1989-05-06,08af939f41b5a57b
Sean Daugherty,72.0,,,,a683f9ddb70aa4bd
Kyle Daukaus,75.0,76.0,Southpaw,,d6c0cdd7e467c440
Chris Daukaus,75.0,76.0,Orthodox,,d0aaedcf7ccd0b45
Brian Davidson,66.0,,,,42775dc893603154
Rick Davis,69.0,,Orthodox,,2549d63da9c456cb
Marcus Davis,70.0,70.0,Southpaw,,b7d524c77c27389b
LC Davis,68.0,69.0,Southpaw,,6dab8ce5e4bffe77
Phil Davis,74.0,79.0,Orthodox,,902ab9197b83d0db
Lemont Davis,68.0,,Orthodox,,a993ef2dd36cea5f
Mike Davis,,,,,c8661e204c66f325
Justin Davis,71.0,,,,20697b334f6c0a45
Alexis Davis,66.0,68.0,Orthodox,,4c2d90e335e6df19
Danny Davis,74.0,,,,570d40f993171b19
Brandon Davis,70.0,72.0,Orthodox,1990-05-08,cc351e408bbb7d43
Mike Davis,72.0,72.0,Orthodox,,fb3e61720be4690c
Hakeem Dawodu,68.0,73.0,Orthodox,,2c9d00968f818270
Grant Dawson,70.0,72.0,Switch,,99bd51917728c25d
Jason Day,72.0,72.0,Orthodox,1981-05-19,a6fd2173d5e2d7f0
Martin Day,70.0,73.0,Orthodox,,ea3dcc417c322064
Angel De Anda,69.0,,Orthodox,1985-05-28,4b450aa602611baa
Yorgan De Castro,72.0,74.0,Orthodox,,1eff7bc0f815b270
Geraldo de Freitas,67.0,72.0,Orthodox,,9cfbfae5fa1fdd93
Philip De Fries,77.0,79.0,Orthodox,,6ef65b6a152e49d5
Chris de la Rocha,75.0,80.0,Orthodox,1979-05-15,e51ee8ded927fc51
Montana De La Rosa,67.0,68.0,Orthodox,,80d8aed0ca9b00f3
Mark De La Rosa,66.0,65.0,Orthodox,,f57dd0bfa8c17813
Mike de la Torre,71.0,71.0,Orthodox,,1971869b7e054261
Rodrigo de Lima,67.0,,Orthodox,,a4dc47001f202bcd
Edilberto de Oliveira,72.0,,Orthodox,,afdb76fbd86f6d11
Johil de Oliveira,66.0,,Orthodox,,f9aa6376ae16bfb4
Jorge de Oliveira,68.0,,Orthodox,,ddf3e0ea10ea6d8c
Isabela de Padua,63.0,64.0,Orthodox,,e0f959f65d0406b4
Gloria de Paula,65.0,67.0,Orthodox,,5dd180c8b3196786
Germaine de Randamie,69.0,71.0,Orthodox,,1d239d571e342453
Crezio de Souza,,,Orthodox,,3746e21bb508391a
Tom DeBlass,72.0,,Orthodox,1982-05-14,0bcfe2513cb3bc39
Issac DeJesus,,,,,0e2c2daf11b5d8f2
RafaelDel Real,71.0,,,,e82b2adcaeff71ec
Shane del Rosario,76.0,,Southpaw,,85980f5da429c0a6
Humberto DeLeon,,,,,bfaf4c87936b4fae
Rolando Delgado,75.0,77.0,Orthodox,,37b1696e6d115957
Israel Delgado,70.0,,,,01f4bcd26ac08ad5
Ante Delija,76.0,,Orthodox,,7d8435c56043b0ae
Jack Della,71.0,,,,2c0dbe5db59013a7
Jack Della Maddalena,71.0,73.0,Switch,,6b453bc35a823c3f
Roland Delorme,69.0,71.0,Orthodox,,173acb3f920082b8
Jon Delos Reyes,66.0,67.0,Orthodox,,0d0351c20169a499
Jason DeLucia,71.0,,Southpaw,,6ceff86fae4f6b3b
Justin DeMoney,,,,,985bca5a097fb3f4
Vanessa Demopoulos,62.0,59.0,Orthodox,,2c483cf443f38ece
Chris Dempsey,70.0,72.0,Orthodox,,dfae5da5676e4194
Nick Denis,67.0,,Orthodox,,e4aaaa34535e32b6
Thomas Denny,70.0,,Orthodox,,a11a6ee8eeb03c18
Robert Densley,69.0,,,,b72f3cafa6376e35
Jason Dent,70.0,71.0,Orthodox,,fa8b9e6b0c2269f8
Mackenzie Dern,64.0,63.0,Orthodox,,7447e9f28508106a
Booker DeRousse,74.0,,,,f2c91b67f71bbeab
Tony DeSouza,72.0,70.0,Southpaw,,6ad9058b7c7898b0
Cory Devela,60.0,,Orthodox,,48544433372ecfa6
John Devine,,,,,2bcc39af95d6f2e8
Edwin DeWees,73.0,,Orthodox,,75bbd2206a15319f
Alessio Di Chirico,72.0,74.0,Orthodox,,77d7295d1b22c694
Micol Di Segni,63.0,60.0,Orthodox,,8126e4dff0cdf69e
Cyrille Diabate,78.0,81.0,Southpaw,,43563a32c3f10e95
Thomas Diagne,73.0,,,,8567466ae167216b
Marc Diakiese,70.0,73.0,Orthodox,,32c355b04fc57f3a
Tyler Diamond,67.0,69.0,Orthodox,,f5f6419c5f00abad
Blood Diamond,71.0,73.0,Switch,,9edf2c9082cc2cd8
Eldo Xavier Dias,71.0,,,,ee5df903f80c6816
Rafael Dias,69.0,,Orthodox,,b5abaa65f87938eb
Hacran Dias,68.0,69.0,Orthodox,,ed209f6618c82e41
Nick Diaz,73.0,76.0,Southpaw,,f57a8a52ca401ed9
Nate Diaz,72.0,76.0,Southpaw,,8355922d564b152c
Michael Diaz,,,,,5e7a48e469770615
Ryan Diaz,,,,,ceee5dd37253199a
Adrian Diaz,70.0,,Southpaw,,bfa8f263815cfa2e
Mark Dickman,69.0,,,,2482ef3331a82e75
Josh Diekmann,64.0,,,,414bddf0c80c41e1
Kyle Dietz,68.0,,Orthodox,,31da66df48c0c1a0
Seth Dikun,70.0,69.0,Orthodox,,eb42d4febfafefd1
TJ Dillashaw,66.0,67.0,Orthodox,,c849740a3ff51931
Ralph Dillon,74.0,,Orthodox,,b4f7a2d8ecc5e0c3
Drew Dimanlig,,,,,cc2ad11b1f9d818b
Rodolfo Marques Diniz,66.0,,,,2d2239d0f6fa83dd
Helio Dipp,77.0,,Orthodox,,73eb2a552c92a821
Rico DiSciullo,68.0,,Orthodox,,ec7f7263bf36579b
Matt Dixon,70.0,75.0,Switch,,1db445a4468447d0
John Dixson,72.0,,Orthodox,,ad4e9055bf8cd04d
Anthony Do,64.0,,,,7c9aeba0c4d4bd78
Russell Doane,67.0,70.0,Orthodox,,f50d95223751e6ca
Drew Dober,68.0,70.0,Southpaw,,519e4fe37ce9ff75
Shana Dobson,66.0,69.0,Orthodox,,122ac9b816d8b71c
AJ Dobson,73.0,76.0,Orthodox,,009c4420727149ea
David Dodd,74.0,,Orthodox,,c2a7623f398d9bd7
John Dodson,63.0,66.0,Orthodox,,99506df1af6c8b3b
Joe Doerksen,72.0,75.0,Orthodox,,dbaaf42313af90fa
Mike Dolce,71.0,,,,29b5791e51e7e832
Roman Dolidze,74.0,76.0,Orthodox,,327d5f279895110d
Cameron Dollar,71.0,,Orthodox,1987-05-12,3bbcd63a016d9715
CB Dollaway,74.0,76.0,Orthodox,,5d7bdab5e03e3216
Dennis Dombrow,,,,,4145caa2c999fbac
OJ Dominguez,,,,,1a50e734bb54861a
John Donaldson,68.0,,,,1c610f900f9884ab
Cody Donovan,75.0,74.0,Orthodox,,7bc96507e4b38d3b
Houston Dorr,73.0,,Orthodox,,312f47c3d2f83ffa
Rafael Dos Anjos,68.0,70.0,Southpaw,,6a2f7c151031653d
Junior Dos Santos,76.0,77.0,Orthodox,,63def5a5662a6917
Geronimo dos Santos,75.0,,Orthodox,,b51f6791c794e289
Antonio Dos Santos,70.0,,Orthodox,,81b8b3fb019dc69d
Anderson Dos Santos,65.0,70.0,Orthodox,,bbc9ab95fa766493
Tiago dos Santos e Silva,69.0,70.0,Orthodox,,8ce87f7e3a9baed2
Oleksandr Doskalchuk,66.0,,Southpaw,,86cb6f5b1ca98dc0
David Douglas,71.0,,,,7cf0944b88966118
Damion Douglas,,,,,ce3b669e39418414
John Dowdy,,,,,e780ccc79a209985
Jordan Dowdy,,,,,0d9312337fdce39a
Danny Downes,72.0,72.0,Orthodox,,a66395395b5f1394
Derek Downey,73.0,,Orthodox,,b05086131c6f5dc5
John Doyle,71.0,,Orthodox,,0509b954421bb327
Edson Drago,76.0,,Orthodox,,f9c7fe2682af3802
Kyle Driscoll,71.0,74.0,Orthodox,,e5e148d4363deff8
