event,outcome,weightclass,method,round,time,fight_id,fighter1,fighter2,date,L_f1,W_f1,fights_f1,L_f2,W_f2,fights_f2,fighter_x,height_x,reach_x,stance_x,dob_x,fighter_id_x,fighter_y,height_y,reach_y,stance_y,dob_y,fighter_id_y
UFC 235: Jones vs. Smith,0.0,lhw,ko_tko,1,36,7adaf85915993137,Misha Cirkunov,Johnny Walker,2019-03-02,5.0,5.0,10.0,3.0,4.0,7.0,Misha Cirkunov,75.0,77.0,Orthodox,,67f272324a030d00,Johnny Walker,78.0,82.0,Orthodox,,c21f26bbde777573
UFC Fight Night: Magny vs. Ponzinibbio,0.0,lhw,ko_tko,1,117,51ce499611a5df68,Khalil Rountree Jr.,Johnny Walker,2018-11-17,3.0,3.0,6.0,3.0,4.0,7.0,Khalil Rountree Jr.,73.0,76.0,Southpaw,,749f572d1d3161fb,Johnny Walker,78.0,82.0,Orthodox,,c21f26bbde777573
UFC Fight Night: Ankalaev vs. Walker 2,1.0,lw,sub,3,205,640f2ae3995b3b4f,Jim Miller,Gabriel Benitez,2024-01-13,9.0,18.0,27.0,1.0,1.0,2.0,Jim Miller,68.0,71.0,Southpaw,,d1941565abf50b16,Gabriel Benitez,68.0,71.0,Southpaw,,436f970c9ea9169c
UFC Fight Night: Swanson vs. Ortega,0.0,ftw,dec_una,3,300,0a444f30cae13d8f,Jason Knight,Gabriel Benitez,2017-12-09,3.0,0.0,3.0,1.0,1.0,2.0,Jason Knight,70.0,71.0,Orthodox,,bb1a2cdad6ff34db,Gabriel Benitez,68.0,71.0,Southpaw,,436f970c9ea9169c
UFC Fight Night: Ankalaev vs. Walker 2,0.0,bw,dec_una,3,300,a8239866e1222eae,Ricky Simon,Mario Bautista,2024-01-13,1.0,5.0,6.0,1.0,4.0,5.0,Ricky Simon,66.0,69.0,Orthodox,,5987b2458f4b5290,Mario Bautista,69.0,69.0,Switch,,bc711b6dd95c1af6
UFC 292: Sterling vs. O'Malley,0.0,bw,dec_una,3,300,fd4d30036a3f3efb,Da'Mon Blackshear,Mario Bautista,2023-08-19,2.0,2.0,4.0,1.0,4.0,5.0,Da'Mon Blackshear,,,,,da22387a0407a2dc,Mario Bautista,69.0,69.0,Switch,,bc711b6dd95c1af6
UFC Fight Night: Tsarukyan vs. Gamrot,0.0,bw,sub,1,147,24a9fc95a3112f51,Brian Kelleher,Mario Bautista,2022-06-25,4.0,4.0,8.0,1.0,4.0,5.0,Brian Kelleher,66.0,66.0,Switch,,7be14eaed4c74856,Mario Bautista,69.0,69.0,Switch,,bc711b6dd95c1af6
UFC 247: Jones vs. Reyes,0.0,bw,ko_tko,2,101,d3f44fedc561d2d5,Miles Johns,Mario Bautista,2020-02-08,2.0,2.0,4.0,1.0,4.0,5.0,Miles Johns,67.0,66.0,Orthodox,,46e0d677f91bacc0,Mario Bautista,69.0,69.0,Switch,,bc711b6dd95c1af6
UFC Fight Night: Cejudo vs. Dillashaw,1.0,bw,sub,1,211,efbab76bedbfb65d,Cory Sandhagen,Mario Bautista,2019-01-19,1.0,4.0,5.0,1.0,4.0,5.0,Cory Sandhagen,71.0,70.0,Switch,,65f09bacd3957381,Mario Bautista,69.0,69.0,Switch,,bc711b6dd95c1af6
UFC Fight Night: Ankalaev vs. Walker 2,0.0,hw,dec_una,3,300,6f13fe34cb3ca906,Andrei Arlovski,Waldo Cortes-Acosta,2024-01-13,11.0,9.0,20.0,1.0,2.0,3.0,Andrei Arlovski,75.0,77.0,Orthodox,,3738e68d2261e60f,Waldo Cortes-Acosta,,,,,fc08099550072fe4
UFC Fight Night: Song vs. Simon,1.0,hw,dec_una,3,300,8dbfbd8f8bd0f00b,Marcos Rogerio de Lima,Waldo Cortes-Acosta,2023-04-29,2.0,5.0,7.0,1.0,2.0,3.0,Marcos Rogerio de Lima,73.0,75.0,Orthodox,,ab943cd2c3c17825,Waldo Cortes-Acosta,,,,,fc08099550072fe4
UFC Fight Night: Nzechukwu vs. Cutelaba,0.0,hw,dec_una,3,300,110f539523a4b571,Chase Sherman,Waldo Cortes-Acosta,2022-11-19,3.0,2.0,5.0,1.0,2.0,3.0,Chase Sherman,76.0,78.0,Orthodox,,01b352b6a9074d5c,Waldo Cortes-Acosta,,,,,fc08099550072fe4
UFC Fight Night: Ankalaev vs. Walker 2,0.0,ww,dec_una,3,300,5f622d812b8f407f,Matthew Semelsberger,Preston Parsons,2024-01-13,2.0,3.0,5.0,2.0,1.0,3.0,Matthew Semelsberger,73.0,75.0,Switch,,4aa58269d0664b5b,Preston Parsons,71.0,71.0,Orthodox,,9fe7af8b3fbe00a0
UFC Fight Night: Vera vs. Sandhagen,1.0,ww,dec_spl,3,300,07e39fd5f4f23270,Trevin Giles,Preston Parsons,2023-03-25,2.0,6.0,8.0,2.0,1.0,3.0,Trevin Giles,72.0,74.0,Orthodox,,b27a1fcb56a3035a,Preston Parsons,71.0,71.0,Orthodox,,9fe7af8b3fbe00a0
UFC Fight Night: Makhachev vs. Moises,1.0,ww,ko_tko,1,227,8151659b2bc16f0e,Daniel Rodriguez,Preston Parsons,2021-07-17,2.0,3.0,5.0,2.0,1.0,3.0,Daniel Rodriguez,73.0,74.0,Southpaw,,8a1f3b5c526cd6e6,Preston Parsons,71.0,71.0,Orthodox,,9fe7af8b3fbe00a0
UFC Fight Night: Ankalaev vs. Walker 2,1.0,bw,ko_tko,2,209,03de7404decde12f,Marcus McGhee,Gaston Bolanos,2024-01-13,0.0,1.0,1.0,1.0,1.0,2.0,Marcus McGhee,,,,1990-05-07,c0ac37a4a1133da9,Gaston Bolanos,,,,,96924b0019b3aff1
UFC Fight Night: Holloway vs. Allen,0.0,bw,dec_una,3,300,119559fd8124fee3,Aaron Phillips,Gaston Bolanos,2023-04-15,2.0,0.0,2.0,1.0,1.0,2.0,Aaron Phillips,69.0,71.0,Southpaw,,34c2b3656f88f7ef,Gaston Bolanos,,,,,96924b0019b3aff1
UFC Fight Night: Ankalaev vs. Walker 2,1.0,bw,dec_una,3,300,477c3b9de012e4b3,Farid Basharat,Taylor Lapilus,2024-01-13,0.0,2.0,2.0,2.0,0.0,2.0,Farid Basharat,,,,,a09ed60aa67a3f67,Taylor Lapilus,66.0,73.0,Southpaw,,8b1ed83b02303075
UFC Fight Night: Magny vs Gastelum,1.0,bw,dec_una,3,300,83b32e9300fec365,Erik Perez,Taylor Lapilus,2015-11-21,1.0,4.0,5.0,2.0,0.0,2.0,Erik Perez,68.0,68.0,Orthodox,,af62f99eb7606308,Taylor Lapilus,66.0,73.0,Southpaw,,8b1ed83b02303075
UFC Fight Night: Ankalaev vs. Walker 2,0.0,ftw,ko_tko,1,252,0494ebcee93e717b,Westin Wilson,Jean Silva,2024-01-13,1.0,0.0,1.0,0.0,1.0,1.0,Westin Wilson,,,,,7b3503352cd53abb,Jean Silva,66.0,,Orthodox,,9211aae062b799d6
UFC Fight Night: Ankalaev vs. Walker 2,0.0,ftw,ko_tko,1,252,0494ebcee93e717b,Westin Wilson,Jean Silva,2024-01-13,1.0,0.0,1.0,0.0,1.0,1.0,Westin Wilson,,,,,7b3503352cd53abb,Jean Silva,,,,,52ef95b5860fb28c
UFC Fight Night: Ankalaev vs. Walker 2,1.0,lw,ko_tko,1,63,5344e76e26503716,Nikolas Motta,Tom Nolan,2024-01-13,0.0,2.0,2.0,1.0,0.0,1.0,Nikolas Motta,69.0,70.0,Orthodox,,37f560436d745c18,Tom Nolan,,,,,6c3b2525436cf5d4
UFC Fight Night: Ankalaev vs. Walker 2,1.0,flw,ko_tko,2,271,fd29123ff92789e4,Joshua Van,Felipe Bunes,2024-01-13,0.0,2.0,2.0,1.0,0.0,1.0,Joshua Van,,,,,17e97649403ba428,Felipe Bunes,,,,,53c10176e3bc7416
UFC 296: Edwards vs. Covington,1.0,ww,sub,2,296,1efc813ccd7a5aba,Shavkat Rakhmonov,Stephen Thompson,2023-12-16,0.0,3.0,3.0,3.0,7.0,10.0,Shavkat Rakhmonov,73.0,77.0,Orthodox,,01afe0916a40c7c5,Stephen Thompson,72.0,75.0,Orthodox,,4a28cb716c19157a
UFC 264: Poirier vs. McGregor 3,1.0,ww,dec_una,3,300,8245791a3d3403c6,Gilbert Burns,Stephen Thompson,2021-07-10,3.0,9.0,12.0,3.0,7.0,10.0,Gilbert Burns,70.0,71.0,Orthodox,,23024fdfc966410a,Stephen Thompson,72.0,75.0,Orthodox,,4a28cb716c19157a
UFC Fight Night: MacDonald vs Thompson,0.0,ww,dec_una,5,300,75e21e2f5f3be42e,Rory MacDonald,Stephen Thompson,2016-06-18,2.0,7.0,9.0,3.0,7.0,10.0,Rory MacDonald,72.0,76.0,Orthodox,,cbd5d3cdd862e90e,Stephen Thompson,72.0,75.0,Orthodox,,4a28cb716c19157a
UFC Fight Night: Hendricks vs Thompson,0.0,ww,ko_tko,1,211,3cbbf947fd0d2144,Johny Hendricks,Stephen Thompson,2016-02-06,5.0,6.0,11.0,3.0,7.0,10.0,Johny Hendricks,69.0,69.0,Southpaw,,0941df56f6ac954b,Stephen Thompson,72.0,75.0,Orthodox,,4a28cb716c19157a
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,0.0,ww,ko_tko,1,269,54a15700ab185420,Jake Ellenberger,Stephen Thompson,2015-07-12,7.0,6.0,13.0,3.0,7.0,10.0,Jake Ellenberger,69.0,71.0,Orthodox,,d81ac739417d7f53,Stephen Thompson,72.0,75.0,Orthodox,,4a28cb716c19157a
UFC 178: Johnson vs Cariaso,0.0,ww,dec_una,3,300,fceab09944a65840,Patrick Cote,Stephen Thompson,2014-09-27,3.0,6.0,9.0,3.0,7.0,10.0,Patrick Cote,71.0,75.0,Orthodox,,9fa3bd637edd9aa2,Stephen Thompson,72.0,75.0,Orthodox,,4a28cb716c19157a
UFC 170: Rousey vs McMann,0.0,ww,ko_tko,1,223,ab0d6346b7938a7f,Robert Whittaker,Stephen Thompson,2014-02-22,2.0,9.0,11.0,3.0,7.0,10.0,Robert Whittaker,72.0,73.0,Orthodox,,e1147d3d2dabe1ce,Stephen Thompson,72.0,75.0,Orthodox,,4a28cb716c19157a
UFC 165: Jones vs Gustafsson,0.0,ww,ko_tko,2,87,a95be3943ea0f691,Chris Clements,Stephen Thompson,2013-09-21,1.0,0.0,1.0,3.0,7.0,10.0,Chris Clements,70.0,70.0,Orthodox,,e5ecaf884b6da2bc,Stephen Thompson,72.0,75.0,Orthodox,,4a28cb716c19157a
UFC 145: Jones vs Evans,1.0,ww,dec_una,3,300,bf5a5b23a49fa17c,Matt Brown,Stephen Thompson,2012-04-21,5.0,12.0,17.0,3.0,7.0,10.0,Matt Brown,72.0,75.0,Orthodox,,31123249b0bbf52e,Stephen Thompson,72.0,75.0,Orthodox,,4a28cb716c19157a
UFC 143: Diaz vs Condit,0.0,ww,ko_tko,1,253,40c080d0f86f1f1f,Dan Stittgen,Stephen Thompson,2012-02-04,1.0,0.0,1.0,3.0,7.0,10.0,Dan Stittgen,73.0,,Orthodox,,cc3147b49c7d7d92,Stephen Thompson,72.0,75.0,Orthodox,,4a28cb716c19157a
UFC 296: Edwards vs. Covington,0.0,lw,dec_una,3,300,ac8628d945a78b03,Tony Ferguson,Paddy Pimblett,2023-12-16,5.0,10.0,15.0,0.0,1.0,1.0,Tony Ferguson,71.0,76.0,Orthodox,,22a92d7f62195791,Paddy Pimblett,70.0,73.0,Orthodox,,7826923b47f8d72a
UFC 296: Edwards vs. Covington,1.0,ftw,ko_tko,1,117,3b21a9f48bac4a44,Josh Emmett,Bryce Mitchell,2023-12-16,3.0,6.0,9.0,1.0,2.0,3.0,Josh Emmett,66.0,70.0,Orthodox,,fba03cd6cc28dc41,Bryce Mitchell,70.0,70.0,Southpaw,,d9c6f19f958643e9
UFC 272: Covington vs. Masvidal,0.0,ftw,dec_una,3,300,abd45edc07a8d9e3,Edson Barboza,Bryce Mitchell,2022-03-05,8.0,11.0,19.0,1.0,2.0,3.0,Edson Barboza,71.0,75.0,Orthodox,,64a50dad704d1d49,Bryce Mitchell,70.0,70.0,Southpaw,,d9c6f19f958643e9
The Ultimate Fighter: Undefeated Finale,0.0,ftw,dec_maj,3,300,ca3963b76a38c408,Tyler Diamond,Bryce Mitchell,2018-07-06,1.0,0.0,1.0,1.0,2.0,3.0,Tyler Diamond,67.0,69.0,Orthodox,,f5f6419c5f00abad,Bryce Mitchell,70.0,70.0,Southpaw,,d9c6f19f958643e9
UFC 296: Edwards vs. Covington,1.0,lhw,dec_una,3,300,521a0e016878d174,Alonzo Menifield,Dustin Jacoby,2023-12-16,2.0,6.0,8.0,2.0,0.0,2.0,Alonzo Menifield,72.0,76.0,Orthodox,,a495f599e787614f,Dustin Jacoby,75.0,76.0,Orthodox,,e4277e87a789d687
UFC on FOX: Evans vs Davis,1.0,mw,sub,3,68,7a37fd92b26d15c8,Chris Camozzi,Dustin Jacoby,2012-01-28,4.0,6.0,10.0,2.0,0.0,2.0,Chris Camozzi,74.0,75.0,Orthodox,,6c2030e0a143a94b,Dustin Jacoby,75.0,76.0,Orthodox,,e4277e87a789d687
UFC 296: Edwards vs. Covington,1.0,wbw,dec_una,3,300,609d994bfe440ec3,Irene Aldana,Karol Rosa,2023-12-16,0.0,5.0,5.0,2.0,1.0,3.0,Irene Aldana,69.0,68.0,Orthodox,,578ef12674df1e6a,Karol Rosa,65.0,67.0,Orthodox,,351c4ec637380ad5
UFC Fight Night: Blaydes vs. Daukaus,1.0,wbw,dec_una,3,300,bb31c77bddd1317e,Sara McMann,Karol Rosa,2022-03-26,3.0,7.0,10.0,2.0,1.0,3.0,Sara McMann,66.0,66.0,Orthodox,,7be74a12d7352df2,Karol Rosa,65.0,67.0,Orthodox,,351c4ec637380ad5
UFC Fight Night: Santos vs. Walker,0.0,wbw,dec_una,3,300,16d31775a8dcb31d,Bethe Correia,Karol Rosa,2021-10-02,3.0,1.0,4.0,2.0,1.0,3.0,Bethe Correia,65.0,64.0,Orthodox,,673ea7dcc786b1b3,Karol Rosa,65.0,67.0,Orthodox,,351c4ec637380ad5
UFC 296: Edwards vs. Covington,1.0,bw,ko_tko,1,222,f8a8871d167fc929,Cody Garbrandt,Brian Kelleher,2023-12-16,1.0,4.0,5.0,4.0,4.0,8.0,Cody Garbrandt,68.0,65.0,Orthodox,,d8c7c61b176e3994,Brian Kelleher,66.0,66.0,Switch,,7be14eaed4c74856
UFC 258: Usman vs. Burns,1.0,ftw,dec_una,3,300,54e2490959f66dc2,Ricky Simon,Brian Kelleher,2021-02-13,1.0,5.0,6.0,4.0,4.0,8.0,Ricky Simon,66.0,69.0,Orthodox,,5987b2458f4b5290,Brian Kelleher,66.0,66.0,Switch,,7be14eaed4c74856
UFC 250: Nunes vs. Spencer,1.0,ftw,dec_una,3,300,c6ca435e24c5f4e4,Cody Stamann,Brian Kelleher,2020-06-06,1.0,3.0,4.0,4.0,4.0,8.0,Cody Stamann,66.0,64.0,Orthodox,,bf7ad5628363eec9,Brian Kelleher,66.0,66.0,Switch,,7be14eaed4c74856
UFC Fight Night: Smith vs. Teixeira,0.0,ftw,ko_tko,2,220,3ce634d03af7e14c,Hunter Azure,Brian Kelleher,2020-05-13,2.0,0.0,2.0,4.0,4.0,8.0,Hunter Azure,68.0,69.0,Orthodox,,2af2f2e26c4c0402,Brian Kelleher,66.0,66.0,Switch,,7be14eaed4c74856
UFC 224: Nunes vs. Pennington,1.0,bw,ko_tko,3,223,b152646345037056,John Lineker,Brian Kelleher,2018-05-12,2.0,7.0,9.0,4.0,4.0,8.0,John Lineker,63.0,67.0,Orthodox,,c268b2cfebccf652,Brian Kelleher,66.0,66.0,Switch,,7be14eaed4c74856
UFC Fight Night: Emmett vs. Stephens,0.0,bw,dec_una,3,300,e22a887ce4ab30eb,Renan Barao,Brian Kelleher,2018-02-24,,,,4.0,4.0,8.0,Renan Barao,66.0,70.0,Orthodox,,2c99576fefe53c7c,Brian Kelleher,66.0,66.0,Switch,,7be14eaed4c74856
UFC Fight Night: Cerrone vs. Till,0.0,bw,ko_tko,3,219,4dcd6ff5e32a3779,Damian Stasiak,Brian Kelleher,2017-10-21,3.0,0.0,3.0,4.0,4.0,8.0,Damian Stasiak,65.0,70.0,Orthodox,,42a7e90605df3c8a,Brian Kelleher,66.0,66.0,Switch,,7be14eaed4c74856
UFC 212: Aldo vs. Holloway,0.0,bw,sub,1,108,cb2844bb15d22cc6,Iuri Alcantara,Brian Kelleher,2017-06-03,4.0,8.0,12.0,4.0,4.0,8.0,Iuri Alcantara,69.0,71.0,Southpaw,,2f95a3c6d58b2aad,Brian Kelleher,66.0,66.0,Switch,,7be14eaed4c74856
UFC 296: Edwards vs. Covington,0.0,wflw,sub,2,78,c442899c21d58779,Casey O'Neill,Ariane Lipski,2023-12-16,1.0,1.0,2.0,4.0,1.0,5.0,Casey O'Neill,66.0,69.0,Orthodox,,04835018f90b118c,Ariane Lipski,66.0,67.0,Orthodox,,6551c64fbcd1a467
UFC Fight Night: Vera vs. Cruz,1.0,wbw,ko_tko,1,65,abd50fad1e7b030b,Priscila Cachoeira,Ariane Lipski,2022-08-13,0.0,2.0,2.0,4.0,1.0,5.0,Priscila Cachoeira,67.0,65.0,Orthodox,,b1e5bcaad32a3cac,Ariane Lipski,66.0,67.0,Orthodox,,6551c64fbcd1a467
UFC Fight Night: Rozenstruik vs. Sakai,1.0,wflw,ko_tko,2,267,1a50d5c7e1e5c058,Montana De La Rosa,Ariane Lipski,2021-06-05,1.0,4.0,5.0,4.0,1.0,5.0,Montana De La Rosa,67.0,68.0,Orthodox,,80d8aed0ca9b00f3,Ariane Lipski,66.0,67.0,Orthodox,,6551c64fbcd1a467
UFC 255: Figueiredo vs. Perez,1.0,wflw,ko_tko,2,273,a485281be8e9d2e2,Antonina Shevchenko,Ariane Lipski,2020-11-21,1.0,3.0,4.0,4.0,1.0,5.0,Antonina Shevchenko,68.0,67.0,Southpaw,,d7338bcb141abd2c,Ariane Lipski,66.0,67.0,Orthodox,,6551c64fbcd1a467
UFC Fight Night: Cejudo vs. Dillashaw,1.0,wflw,dec_una,3,300,77c6a6f33289b872,Joanne Wood,Ariane Lipski,2019-01-19,5.0,6.0,11.0,4.0,1.0,5.0,Joanne Wood,66.0,65.0,Orthodox,,12f91bfa8f1f723b,Ariane Lipski,66.0,67.0,Orthodox,,6551c64fbcd1a467
UFC 296: Edwards vs. Covington,1.0,flw,sub,2,265,4ec249e549309b16,Tagir Ulanbekov,Cody Durden,2023-12-16,0.0,3.0,3.0,3.0,1.0,4.0,Tagir Ulanbekov,67.0,70.0,Southpaw,,f00ac08ab056af5d,Cody Durden,67.0,67.0,Southpaw,,7f6ed67d3ed3c036
UFC Fight Night: Tsarukyan vs. Gamrot,0.0,flw,ko_tko,1,68,8cc43d79b61efc25,JP Buys,Cody Durden,2022-06-25,2.0,0.0,2.0,3.0,1.0,4.0,JP Buys,65.0,67.0,Orthodox,,0b362247806341e5,Cody Durden,67.0,67.0,Southpaw,,7f6ed67d3ed3c036
UFC Fight Night: Volkov vs. Aspinall,1.0,flw,sub,1,58,4c7e55061dc3bf89,Muhammad Mokaev,Cody Durden,2022-03-19,0.0,4.0,4.0,3.0,1.0,4.0,Muhammad Mokaev,69.0,,,,75353550928a7921,Cody Durden,67.0,67.0,Southpaw,,7f6ed67d3ed3c036
UFC Fight Night: Thompson vs. Neal,1.0,flw,sub,1,198,62e6eadbb2805760,Jimmy Flick,Cody Durden,2020-12-19,1.0,1.0,2.0,3.0,1.0,4.0,Jimmy Flick,67.0,68.0,Orthodox,,09e62c450e754913,Cody Durden,67.0,67.0,Southpaw,,7f6ed67d3ed3c036
UFC 296: Edwards vs. Covington,1.0,ftw,ko_tko,1,212,abb6e2169ba580d2,Andre Fili,Lucas Almeida,2023-12-16,3.0,5.0,8.0,2.0,1.0,3.0,Andre Fili,71.0,74.0,Orthodox,,8fd808923cffff82,Lucas Almeida,71.0,71.0,Orthodox,,710f0f8c5d5c9d41
UFC Fight Night: Vettori vs. Cannonier,1.0,ftw,sub,2,108,76fd6919d828d5c2,Pat Sabatini,Lucas Almeida,2023-06-17,0.0,4.0,4.0,2.0,1.0,3.0,Pat Sabatini,68.0,70.0,Orthodox,,b8bbdeff718dbb7d,Lucas Almeida,71.0,71.0,Orthodox,,710f0f8c5d5c9d41
UFC Fight Night: Volkov vs. Rozenstruik,0.0,ftw,ko_tko,3,55,344d60564cd136ff,Michael Trizano,Lucas Almeida,2022-06-04,2.0,2.0,4.0,2.0,1.0,3.0,Michael Trizano,71.0,71.0,Orthodox,,5bf31a46becc1204,Lucas Almeida,71.0,71.0,Orthodox,,710f0f8c5d5c9d41
UFC 296: Edwards vs. Covington,0.0,hw,ko_tko,2,56,fce6522f42b48f18,Martin Buday,Shamil Gaziev,2023-12-16,1.0,2.0,3.0,0.0,1.0,1.0,Martin Buday,76.0,77.0,Orthodox,,8eb046f83e82bf26,Shamil Gaziev,,,,,6747ccd6d1acd266
UFC Fight Night: Song vs. Gutierrez,1.0,bw,dec_una,5,300,f9ec8bedc15ece93,Song Yadong,Chris Gutierrez,2023-12-09,1.0,7.0,8.0,3.0,3.0,6.0,Song Yadong,68.0,67.0,Orthodox,,efb96bf3e9ada36f,Chris Gutierrez,69.0,67.0,Orthodox,,45f0cc9d18f35137
UFC Fight Night: Holloway vs. Allen,1.0,bw,dec_una,3,300,d856812dc733690a,Pedro Munhoz,Chris Gutierrez,2023-04-15,3.0,8.0,11.0,3.0,3.0,6.0,Pedro Munhoz,66.0,65.0,Orthodox,,6bd02119599741a4,Chris Gutierrez,69.0,67.0,Orthodox,,45f0cc9d18f35137
UFC 281: Adesanya vs. Pereira,0.0,bw,ko_tko,1,121,09afa6ce4747a1a2,Frankie Edgar,Chris Gutierrez,2022-11-12,4.0,8.0,12.0,3.0,3.0,6.0,Frankie Edgar,66.0,68.0,Orthodox,,f2688492b9a525a3,Chris Gutierrez,69.0,67.0,Orthodox,,45f0cc9d18f35137
UFC Fight Night: Shevchenko vs. Carmouche 2,0.0,bw,dec_spl,3,300,4c489b3c9d14cbc9,Geraldo de Freitas,Chris Gutierrez,2019-08-10,2.0,1.0,3.0,3.0,3.0,6.0,Geraldo de Freitas,67.0,72.0,Orthodox,,9cfbfae5fa1fdd93,Chris Gutierrez,69.0,67.0,Orthodox,,45f0cc9d18f35137
UFC Fight Night: Thompson vs. Pettis,0.0,bw,dec_una,3,300,0717bc30025f3656,Ryan MacDonald,Chris Gutierrez,2019-03-23,1.0,0.0,1.0,3.0,3.0,6.0,Ryan MacDonald,71.0,71.0,Switch,,35e1f9984ed64206,Chris Gutierrez,69.0,67.0,Orthodox,,45f0cc9d18f35137
The Ultimate Fighter: Heavy Hitters Finale,1.0,bw,sub,2,252,e3f31cdd33b4ca92,Raoni Barcelos,Chris Gutierrez,2018-11-30,2.0,5.0,7.0,3.0,3.0,6.0,Raoni Barcelos,67.0,67.0,Orthodox,1987-05-01,b9f28e7045fdfce7,Chris Gutierrez,69.0,67.0,Orthodox,,45f0cc9d18f35137
UFC Fight Night: Song vs. Gutierrez,0.0,lhw,ko_tko,3,56,91093a019d32af2e,Anthony Smith,Khalil Rountree Jr.,2023-12-09,4.0,5.0,9.0,1.0,6.0,7.0,Anthony Smith,76.0,76.0,Orthodox,,d4c9dcd330403612,Khalil Rountree Jr.,73.0,76.0,Southpaw,,749f572d1d3161fb
UFC Fight Night: Kattar vs. Allen,0.0,lhw,dec_spl,3,300,98b7dd0ddc52cffb,Dustin Jacoby,Khalil Rountree Jr.,2022-10-29,3.0,7.0,10.0,1.0,6.0,7.0,Dustin Jacoby,75.0,76.0,Orthodox,,e4277e87a789d687,Khalil Rountree Jr.,73.0,76.0,Southpaw,,749f572d1d3161fb
UFC Fight Night: Brunson vs. Till,0.0,lhw,ko_tko,2,150,ad81be01a461c936,Modestas Bukauskas,Khalil Rountree Jr.,2021-09-04,2.0,1.0,3.0,1.0,6.0,7.0,Modestas Bukauskas,75.0,78.0,Switch,,476fe566d2df676e,Khalil Rountree Jr.,73.0,76.0,Southpaw,,749f572d1d3161fb
UFC Fight Night: Hermansson vs. Cannonier,1.0,lhw,ko_tko,1,155,b44531903be4729a,Ion Cutelaba,Khalil Rountree Jr.,2019-09-28,2.0,3.0,5.0,1.0,6.0,7.0,Ion Cutelaba,73.0,75.0,Southpaw,,cd13728ae1151f46,Khalil Rountree Jr.,73.0,76.0,Southpaw,,749f572d1d3161fb
UFC 236: Holloway vs. Poirier 2,0.0,lhw,dec_una,3,300,e0d92694d8a2d38b,Eryk Anders,Khalil Rountree Jr.,2019-04-13,3.0,6.0,9.0,1.0,6.0,7.0,Eryk Anders,73.0,75.0,Southpaw,,cad24459b28592ca,Khalil Rountree Jr.,73.0,76.0,Southpaw,,749f572d1d3161fb
UFC 226: Miocic vs. Cormier,0.0,lhw,ko_tko,1,96,55bd050afe169b34,Gokhan Saki,Khalil Rountree Jr.,2018-07-07,1.0,1.0,2.0,1.0,6.0,7.0,Gokhan Saki,72.0,73.0,Orthodox,,4690d47bf725fd98,Khalil Rountree Jr.,73.0,76.0,Southpaw,,749f572d1d3161fb
UFC Fight Night: Bermudez vs. The Korean Zombie,0.0,lhw,ko_tko,1,52,f3bb58f485dc2008,Daniel Jolly,Khalil Rountree Jr.,2017-02-04,1.0,0.0,1.0,1.0,6.0,7.0,Daniel Jolly,73.0,75.0,Orthodox,,eeabcd4dc6619129,Khalil Rountree Jr.,73.0,76.0,Southpaw,,749f572d1d3161fb
UFC Fight Night: Song vs. Gutierrez,1.0,lw,ko_tko,1,104,acc57a9c114b694a,Nasrat Haqparast,Jamie Mullarkey,2023-12-09,0.0,5.0,5.0,3.0,2.0,5.0,Nasrat Haqparast,70.0,72.0,Southpaw,,b7b84ccd221be298,Jamie Mullarkey,72.0,74.0,Orthodox,,af9f42e6894047fc
UFC Fight Night: Dos Anjos vs. Fiziev,0.0,lw,dec_spl,3,300,a103b30f6898de7e,Michael Johnson,Jamie Mullarkey,2022-07-09,9.0,8.0,17.0,3.0,2.0,5.0,Michael Johnson,70.0,73.0,Southpaw,,511e82663651438d,Jamie Mullarkey,72.0,74.0,Orthodox,,af9f42e6894047fc
UFC 272: Covington vs. Masvidal,1.0,lw,ko_tko,2,46,fce6ab43b7d09aa4,Jalin Turner,Jamie Mullarkey,2022-03-05,2.0,3.0,5.0,3.0,2.0,5.0,Jalin Turner,75.0,77.0,Southpaw,1995-05-18,4d8fa64202cee4c1,Jamie Mullarkey,72.0,74.0,Orthodox,,af9f42e6894047fc
UFC Fight Night: Santos vs. Walker,0.0,lw,ko_tko,2,171,dfa2f5c821a52c63,Devonte Smith,Jamie Mullarkey,2021-10-02,3.0,2.0,5.0,3.0,2.0,5.0,Devonte Smith,69.0,76.0,Orthodox,,207773daeb4afa7b,Jamie Mullarkey,72.0,74.0,Orthodox,,af9f42e6894047fc
UFC 243: Whittaker vs. Adesanya,1.0,lw,dec_una,3,300,83d59f5e52e0ac46,Brad Riddell,Jamie Mullarkey,2019-10-05,3.0,3.0,6.0,3.0,2.0,5.0,Brad Riddell,67.0,71.0,Orthodox,,37ed1ab2f8b819f4,Jamie Mullarkey,72.0,74.0,Orthodox,,af9f42e6894047fc
UFC Fight Night: Song vs. Gutierrez,1.0,bw,sub,1,242,fbedeb4e4b019b94,Tim Elliott,Sumudaerji,2023-12-09,5.0,6.0,11.0,,,,Tim Elliott,67.0,66.0,Southpaw,,c96d9178c9ed9e62,Sumudaerji,68.0,72.0,Southpaw,,3cf18e01cb6cbde3
